ID	Reference Type	Year	Author	Title	Journal Title	ISBN/ISSN	DOI	URL	Abstract	Volume	Issue	Pages	Keywords	Country	State	LatDD	LonDD	Livestock type	"If other, please specify"	Agroforestry type	"If other, please specify"	Comparator	"If other, please specify"	Productivity measure	"If other, please specify"	Effect on productivity	GHGEs/Carbon	"If multiple or other, please specify"	Effect on carbon/GHG measure	Water quantity	Water quality	Air quality	Soil erosion	Economics
Dodd2008_1799	Journal Article	2008	"Dodd, M. B.; Wedderburn, M. E.; Parminter, T. G.; Thorrold, B. S.; Quinn, J. M."	Transformation toward agricultural sustainability in New Zealand hill country pastoral landscapes	Agricultural Systems	0308-521X	10.1016/j.agsy.2008.04.004	<Go to ISI>://WOS:000259683800004; https://pdf.sciencedirectassets.com/271139/1-s2.0-S0308521X08X00058/1-s2.0-S0308521X08000449/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEAIaCXVzLWVhc3QtMSJHMEUCIQC8qc3LNGmDeDT83miYg1tRVNrx%2F2B3FlR%2FkgpgkUIY0QIgMcSQj2A%2F4ivItqyZXN4JFyuUlYM%2BU1kLkgETljpegi0qvQMIuv%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FARACGgwwNTkwMDM1NDY4NjUiDPFxRCgr9lZttKK4MiqRA3rvdJ0iteFh%2BjksRqlnNnR9Kz2MwSNiRd%2B5PRAWq9qJCvm%2FywWUDqUNhx%2F9hU1SQOiC9GPYqrAlxDInHoz29UwYqK3nGGrM9itrtJiTmwmJATWMjbeUSiOqbHtWEqxIkFLmev6%2FUGCHgbTFbk80fkippB0FfhJLVym4ot4ke4tQ52BrsGGiHroOiJxhDqUCYZidDUWhe%2BihO8usXefDckkXKm4YC3PIZfFRY5eOHEMjSH7902hqmKpmK0xhki7IyM18yS957mUHjy05U2YwL3pEHFFntm0EtOY2dipYOoy0LH35mzq1LxgMbyaPx1ArRjiXGWSiSGqKoeJjDKi5He2R2syLN1G%2FelHQnm0OF6IlpLmxiECqD3ll%2Bcx74jVdSGulLr7VJ%2BBs6aJtoALIpwz7H8tC1W19YP3BHvq1F%2FfQYjHwSlCxUBbrh2toEt1ngmrAp0Ef9FV9WVgEzTZovISChTMNM1b237K5l%2BeR6eZc7CJ2XTXlMsvFaxaJMwb0NQMCrQwg9Cdwsd0CFhPfeMNDMMa1qfIFOusBf85ZL%2FDTY0ol3ZrAAPyTvjuvaeBBK2H4%2FkqVBidn1vyciIWj0RbMXnZn1VFlITHXYhOCBF9N2b0Jk1xL%2BsBwq5kaMf0oDjfoY0HTl%2BhmuEGAQf%2FBaYeaZ7ul%2BBR4zndMl%2BN1sWW2HyGcmI4%2BdRZSpdPSpcCEyfb3Zo092bfaegIqF5hBp4JBfJllVYyBFGF7c%2FiJ9bfxBfpSfOMaY34gJI4rP3f9Ba34F%2FUWKpwLv50CxHuhfZJzVxawsRhcAPisDGk69TruTaRB%2BCTwAwWCtzk4ofwZgXoc8Aq1eP36OhB0%2BvPzgNGErwFNCg%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20200217T101539Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTY44ZQJADJ%2F20200217%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=30d139581f4d83a8c0dc5e1320853f31e4eeb94abe75cba383bddc8068517e34&hash=eecea9c0d783361129a7174711844f0080bbdace0ee5c88a1b940960027cc29f&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0308521X08000449&tid=spdf-d3ae0b3c-ceb7-4c8d-b5bc-06cd25af5549&sid=6600d5da1884e6475a2a85b800c96bdc5469gxrqb&type=client	"A multi-stakeholder representative group was established to oversee a project examining the economic and environmental performance of a representative North Island hill country catchment farm at Whatawhata in the western Waikato region of New Zealand. The group included representation from landowners, government agencies and scientists. The group was facilitated through an action research approach incorporating three phases: (1) awareness; (2) forecasting; and (3) implementation. The group identified a set of goals and indicators relevant to achieving a ""well managed rural hill catchment"" The indicators were used to (a) assess the current state of the catchment farm in relation to the goals; (b) evaluate a range of strategies for improving system performance and (c) evaluate progress toward the goals following land use changes implemented within the catchment farm. Key issues for the group included the availability of data and the setting of appropriate performance benchmarks. From both economic and environmental points of view, the existing farm system was failing to meet the goals set by the management group. Key factors driving these outcomes included the physical and productivity limitations of the soil resource, poor livestock performance and poor water quality. A mixture of research observations, decision support models and expert stakeholder knowledge indicated scope for improving performance through forestry, riparian management, erosion control and livestock intensification options. Based on their evaluation of the forecasting results, the group developed a new land use plan, which depended on significant capital investment in land use and enterprise change. Subsequent monitoring of soils, vegetation, water quality, animal production and financial results over four years showed marked improvement in a number of key performance indicators. In particular, sediment and phosphorus loads and faecal coliform levels decreased rapidly, native forest fragments showed early signs of restoration, lamb and beef productivity increased and the per hectare financial returns of the pastoral component increased. Better matching of land use to land capability has led to short-term improvement in some aspects of the economic and environmental performance of the catchment farm. Progress toward a more sustainable agricultural system was achieved, but at a substantial cost for transformation of the biophysical system, which has implications for the wider sector. (c) 2008 Elsevier Ltd. All rights reserved."	98	2	48-58		New Zealand	Whatawhata	-37.81	175.14	Mixture of sheep and cattle	Beef cattle	Riparian strip		Baseline from implementation		Livestock growth		Positive					Positive		Positive	Positive
Dodd2008_1801i	Journal Article	2008	"Dodd, M. B.; Thorrold, B. S.; Quinn, J. M.; Parminter, T. G.; Wedderburn, M. E."	Improving the economic and environmental performance of a New Zealand hill country farm catchment: 2. Forecasting and planning land-use change	New Zealand Journal of Agricultural Research	0028-8233	10.1080/00288230809510443	<Go to ISI>://WOS:000258173400007; https://www.tandfonline.com/doi/pdf/10.1080/00288230809510443?needAccess=true	"The second phase of a multi-stakeholder, integrated catchment management project at the Whatawhata Research Centre is described. This project explored land use and management change options to improve the economic and environmental performance of the case study hill land catchment farm. Research observations, decision support models and expert stakeholder knowledge were used to develop and predict the outcome of various scenarios for the key performance indicators identified by the Catchment Management Group (CMG). These scenarios included Pinus radiata plantation forestry, livestock intensification and enterprise change, riparian revegetation, indigenous forest restoration and pastoral land stabilisation with erosion control plantings. The resulting predictions did offer scope for improving both the economic and environmental performance of the case study catchment farm, if the time scale for change was not a constraint. The CMG developed a new land-use plan in order to meet the diverse economic and environmental goals they had originally identified for a ""well managed hill land catchment"". The feasibility of this plan depended on significant capital investment in land use and enterprise change, and the outcomes were likely to take up to 30 years to manifest themselves in the key performance indicators."	51	2	28-38		New Zealand	Whatawhata	-37.81	175.14	Mixture of sheep and cattle		Riparian strip		Baseline from implementation		Total productivity (pasture + trees)	Multiple	Positive					Positive		Positive	Positive
Dodd2008_1801ii	Journal Article	2008	"Dodd, M. B.; Thorrold, B. S.; Quinn, J. M.; Parminter, T. G.; Wedderburn, M. E."	Improving the economic and environmental performance of a New Zealand hill country farm catchment: 2. Forecasting and planning land-use change	New Zealand Journal of Agricultural Research	0028-8233	10.1080/00288230809510443	<Go to ISI>://WOS:000258173400007; https://www.tandfonline.com/doi/pdf/10.1080/00288230809510443?needAccess=true	"The second phase of a multi-stakeholder, integrated catchment management project at the Whatawhata Research Centre is described. This project explored land use and management change options to improve the economic and environmental performance of the case study hill land catchment farm. Research observations, decision support models and expert stakeholder knowledge were used to develop and predict the outcome of various scenarios for the key performance indicators identified by the Catchment Management Group (CMG). These scenarios included Pinus radiata plantation forestry, livestock intensification and enterprise change, riparian revegetation, indigenous forest restoration and pastoral land stabilisation with erosion control plantings. The resulting predictions did offer scope for improving both the economic and environmental performance of the case study catchment farm, if the time scale for change was not a constraint. The CMG developed a new land-use plan in order to meet the diverse economic and environmental goals they had originally identified for a ""well managed hill land catchment"". The feasibility of this plan depended on significant capital investment in land use and enterprise change, and the outcomes were likely to take up to 30 years to manifest themselves in the key performance indicators."	51	2	28-38		New Zealand	Whatawhata	-37.81	175.14	Mixture of sheep and cattle		Riparian strip		Baseline from implementation		Livestock growth	Multiple	Positive					Positive		Positive	Positive
Dodd2008_1802i	Journal Article	2008	"Dodd, M. B.; Quinn, J. M.; Thorrold, B. S.; Parminter, T. G.; Wedderburn, M. E."	Improving the economic and environmental performance of a New Zealand hill country farm catchment: 3. Short-term outcomes of land-use change	New Zealand Journal of Agricultural Research	0028-8233	10.1080/00288230809510444	<Go to ISI>://WOS:000258173400008; https://www.tandfonline.com/doi/pdf/10.1080/00288230809510444?needAccess=true	"The third phase of a multi-stakeholder, integrated catchment management project at the Whatawhata Research Centre is described. Land use and management changes were implemented to improve economic and environmental performance of the Mangaotama case study catchment farm. The major changes included: afforestation of 160 of the 296 ha catchment farm with pine and native trees, riparian management of the entire 20 km of stream network via fencing and/or forestry, restoration of 5 ha of existing native forest, and intensification of the remaining pastoral component to a high fecundity ewe flock and bull beef finishing. Marked improvements were observed in the key environmental and economic performance indicators. In particular, declines in sediment (76%) and phosphorus (62%) loads and faecal coliform (43%) levels were observed, native forest fragments showed early signs of recovery in terms of sapling numbers and vegetative cover, and the pastoral enterprise recorded increased per hectare production of lamb (87%) and beef (170%). There were implementation challenges with the better matching of land use to land capability, but this study demonstrated that significant progress can be made in the short-term."	51	2	2		New Zealand	Whatawhata	-37.81	175.14	Mixture of sheep and cattle		Riparian strip		Baseline from implementation		Total productivity (pasture + trees)	Multiple	Positive					Positive		Positive	Positive
Dodd2008_1802ii	Journal Article	2008	"Dodd, M. B.; Quinn, J. M.; Thorrold, B. S.; Parminter, T. G.; Wedderburn, M. E."	Improving the economic and environmental performance of a New Zealand hill country farm catchment: 3. Short-term outcomes of land-use change	New Zealand Journal of Agricultural Research	0028-8233	10.1080/00288230809510444	<Go to ISI>://WOS:000258173400008; https://www.tandfonline.com/doi/pdf/10.1080/00288230809510444?needAccess=true	"The third phase of a multi-stakeholder, integrated catchment management project at the Whatawhata Research Centre is described. Land use and management changes were implemented to improve economic and environmental performance of the Mangaotama case study catchment farm. The major changes included: afforestation of 160 of the 296 ha catchment farm with pine and native trees, riparian management of the entire 20 km of stream network via fencing and/or forestry, restoration of 5 ha of existing native forest, and intensification of the remaining pastoral component to a high fecundity ewe flock and bull beef finishing. Marked improvements were observed in the key environmental and economic performance indicators. In particular, declines in sediment (76%) and phosphorus (62%) loads and faecal coliform (43%) levels were observed, native forest fragments showed early signs of recovery in terms of sapling numbers and vegetative cover, and the pastoral enterprise recorded increased per hectare production of lamb (87%) and beef (170%). There were implementation challenges with the better matching of land use to land capability, but this study demonstrated that significant progress can be made in the short-term."	51	2	2		New Zealand	Whatawhata	-37.81	175.14	Mixture of sheep and cattle		Riparian strip		Baseline from implementation		Livestock growth	Multiple	Positive					Positive		Positive	Positive
Dodd2014_1804i	Journal Article	2014	"Dodd, M. B.; Carlson, W.; Silcock, P."	The economics of transformation toward sustainable hill country land use: Whatawhata case study	Proceedings of the New Zealand Grassland Association					76		163-168		New Zealand	Whatawhata	-37.81	175.14	Mixture of sheep and cattle		Riparian strip		Baseline from implementation		Total productivity (pasture + trees)	Multiple	Positive					Positive		Positive	Positive
Dodd2014_1804ii	Journal Article	2014	"Dodd, M. B.; Carlson, W.; Silcock, P."	The economics of transformation toward sustainable hill country land use: Whatawhata case study	Proceedings of the New Zealand Grassland Association					76		163-168		New Zealand	Whatawhata	-37.81	175.14	Mixture of sheep and cattle		Riparian strip		Baseline from implementation		Livestock growth	Multiple	Positive					Positive		Positive	Positive
DeBruyne2011_1836	Journal Article	2011	"DeBruyne, S. A.; Feldhake, C. M.; Burger, J. A.; Fike, J. H."	Tree effects on forage growth and soil water in an Appalachian silvopasture	Agroforestry Systems	0167-4366	10.1007/s10457-011-9376-5	<Go to ISI>://WOS:000297811200008; https://link.springer.com/content/pdf/10.1007%2Fs10457-011-9376-5.pdf	"Silvopastures may have the potential to increase forage yields beneath trees compared to open pasture at some sites. This has been attributed to a combination of factors including improved water use efficiency by shaded grass and increased water availability through hydraulic lift by trees. The objectives of this research were to determine if silvopastures changed forage mass production and available soil water, and to determine how these two factors were related. Forage mass and soil water were sampled at 1.0, 2.0, and 3.6 m from the tree stem, or plot center under honey locust (Gleditsia triacanthos L.), black walnut (Juglans nigra L.) and shade cloth in 2006 and 2007. Soil water was measured in the top 10 cm of soil using a capacitance probe, and at 30-cm intervals, from 45 to 105 cm, using a neutron probe. Forage was collected to determine dry mass and annual yield. In 2006, forage mass was greater under black walnuts and honey locusts than under 70% shade cloth. In 2007, with a 50% shade cloth, forage growth was similar in all treatments. In both 2006 and 2007, soil moisture in the top 10 cm was higher under shade cloth compared to honey locust or black walnut trees. Similarities in forage mass between treatments in 2007 indicate that the differences in soil water were not biologically significant for forage growth. Lower forage mass under the 70% shade cloth in 2006 was due to suppressed growth from intense shading. The major implication for pasture managers is that trees in these pastures had no negative effect on soil water availability and forage growth."	83	2	689-703		USA	Virginia 	37.19	-80.4	Pasture without livestock		Silvopasture		Baseline from implementation		Understory/pasture production		No effect				No effect				
Currie1978_1888	Journal Article	1978	"Currie, P. O."	Cattle weight gain comparisons under seasonlong and rotation grazing systems	"Proceedings of the first international rangeland congress, Denver, Colorado, USA, August 14-18, 1978 [Hyder, D.N. (Editor)]."				"In grazing trials in 1971-6 at the Manitou Experimental Forest, 45 km NW of Colorado Spring, Colorado on rangeland composed of Festuca arizonica, Muhlenbergia montana, western wheatgrass, Carex heliophila, Artemisia frigida and Potentilla pensylvanica under Pinus ponderosa stands, cows and calves were allowed to (a) graze all yr or (b) graze under a rotation management system. The av. gain/cow season was 67 and 68 kg, av. gain/day for cows 0.55 and 0.56 kg, the av. gain/calf season 111 and 107 kg and the av. gain/day for calves 0.91 and 0.88 kg on (a) and (b), resp. The usefulness of rotation management systems in these ecosystems is questioned."			639-647	grasslands; grazing; grazing systems; liveweight gain; plant communities; trees; wild relatives; woody plants; pines	USA	Colorado	38.85	-104.82	Cattle		Wood pasture		Other	Rotational grazing	Livestock growth		No effect								
Cuina-Cotarelo2012_1895	Book	2012	"Cuina-Cotarelo, R.; Mosquera-Losada, M. R.; Rigueiro-Rodriguez, A."	Effects of lime and sewage sludge on the relationship between tree cover and pasture production in a silvopastoral system on acid soil	Grassland - a European Resource?	978-83-89250-77-3		<Go to ISI>://WOS:000361159300141	"Agroforestry systems include sustainable land management techniques that are promoted by the EU (Council Regulation 1698/2005) and are considered by farmers of different European countries as a management system to implement. Silvopastoral production systems depend on forest species development and tree density established, but also on soil fertilization management practices, which may modify the tree-pasture relationship. Pinus radiata is broadly used in the Atlantic biogeographic region of Spain and it is a fast-growing species with a very dense canopy that could limit pasture production if planted at a high density. One of the main factors limiting pasture productivity on forestlands, especially at early plantation stages, is the low soil fertility, making it necessary to add products to overcome the acidity of the soils and the low nutrient availability. The aim of this study was to evaluate the relationship between tree cover and pasture production in a Pinus radiata stand developed on a very acid soil. The results obtained showed a negative linear relationship between litterfall biomass and pasture production and positive relationship between litterfall biomass and tree height."	17		363-374		Spain		42.26	-8.34	Pasture without livestock		Silvopasture		Other	Different tree densities	Understory/pasture production		Decrease with increased tree density/cover/proximity								
Cossens2000_1931.1	Journal Article	2000	"Cossens, G. G.; Hawke, M. F."	Agroforestry in Eastern Otago: results from two long-term experiments	Proceedings of the New Zealand Grassland Association	0369-3902			"During the first 20 years of a Pinus radiata tree rotation, tree growth and pasture yield were assessed under a range of tree spacings at Invermay and Akatore, two coastal sites in eastern Otago. Pasture yield, in association with trees thinned to 100 stems per hectare (SPH) was comparable with that from open pasture up to a tree age of 12 years. By the 19th year, however, pasture production declined to 63% of open pasture yield at Invermay, and to 42% at Akatore. At 200 and 400 sph at Akatore, pasture yield was similar to that from open pasture at tree age 12 years, but declined to 27% and 0% of open pasture yield respectively by year 20. The results, and comparisons with data from Tikitere (Rotorua), suggest that, in an integrated agroforestry regime, there will be livestock grazing under the trees further into the tree rotation in Otago than in the North Island sites. However, slower tree growth would result in a longer rotation time to harvest. Current recommendations to farmers are to plant tree on the less productive areas of the farm and adopt a tree stocking rate which fully utilises the site."	62		203-208	agroforestry; farm forestry; livestock farming; pines; silvopastoral systems; trees; woody plants	New Zealand	Eastern Otago	-45.73	170.5	Mixture of sheep and cattle		Wood pasture		Baseline from implementation		Total productivity (pasture + trees)		Mixed results (positive and negative)								Positive
Cossens2000_1931.2	Journal Article	2000	"Cossens, G. G.; Hawke, M. F."	Agroforestry in Eastern Otago: results from two long-term experiments	Proceedings of the New Zealand Grassland Association	0369-3902			"During the first 20 years of a Pinus radiata tree rotation, tree growth and pasture yield were assessed under a range of tree spacings at Invermay and Akatore, two coastal sites in eastern Otago. Pasture yield, in association with trees thinned to 100 stems per hectare (SPH) was comparable with that from open pasture up to a tree age of 12 years. By the 19th year, however, pasture production declined to 63% of open pasture yield at Invermay, and to 42% at Akatore. At 200 and 400 sph at Akatore, pasture yield was similar to that from open pasture at tree age 12 years, but declined to 27% and 0% of open pasture yield respectively by year 20. The results, and comparisons with data from Tikitere (Rotorua), suggest that, in an integrated agroforestry regime, there will be livestock grazing under the trees further into the tree rotation in Otago than in the North Island sites. However, slower tree growth would result in a longer rotation time to harvest. Current recommendations to farmers are to plant tree on the less productive areas of the farm and adopt a tree stocking rate which fully utilises the site."	62		203-208	agroforestry; farm forestry; livestock farming; pines; silvopastoral systems; trees; woody plants	New Zealand	Akatore	-46.13	170.11	Mixture of sheep and cattle		Wood pasture		Baseline from implementation		Total productivity (pasture + trees)		Mixed results (positive and negative)								Positive
Carneiro2008_2037	Journal Article	2008	"Carneiro, J. P.; Simoes, N.; Macas, I. D.; Tavares-de-Sousa, M."	Pasture improvement in montado extensive farming systems	"Options Mediterraneennes. Serie A, Seminaires Mediterraneens"	1016-121X			"In general the persistence and better productivity in pastures is related to the use of mixtures of species and cultivars well adapted to the environmental conditions. Our experimental scheme was developed to determine to which extent it is important to integrate perennial grasses and, for our environmental conditions, what are the species yielding better results under rotational and extensive systems of pasture exploitation. Near Elvas, Portugal, trials were established to compare biodiverse sown pastures (CMIX) with natural ones (NS). The results show that, in terms of biomass yield, it is possible to detect, on the first year of the trial, a small positive response corresponding to CMIX. On the second year, the results show an important increase of CMIX in relation to NS. A finer analysis of the benefits of the sowing state reveals that on the second year there were very important increases in legume and grass proportion in the biomass. The grasses introduced that had more persistence are Dactylis glomerata followed by Lolium perene and Phalaris aquatica. The other perennial grass introduced in the mixture, Festuca arundinacea, had great difficulties to persist."		79	2-pp	adaptation; biomass production; extensive farming; farming systems; fodder legumes; fodder plants; grassland improvement; grassland management; grasslands; legumes; pastures; rotations; sown grasslands	Portugal	Elvas	38.88	-7.17	Cattle		Silvopasture		Other	Biodiverse sown pastures vs. natural ones	Understory/pasture production		Positive								
Carlson1994_2038	Journal Article	1994	"Carlson, D. H.; Sharrow, S. H.; Emmingham, W. H.; Lavender, D. P."	Plant-soil-water relations in forestry and silvopastoral systems in Oregon	Agroforestry Systems	01674366 (ISSN)	10.1007/BF00705702	https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028159535&doi=10.1007%2fBF00705702&partnerID=40&md5=cd41a06b1853aba463d92540f985481a; https://link.springer.com/content/pdf/10.1007%2FBF00705702.pdf	"Plant-soil-water relations of a silvopastoral system composed of a Douglas-fir (Pseudotsuga menziesii) timber crop, subterranean clover (Trifolium subterraneum) as a nitrogen-fixing forage, and tall fescue (Festuca arundinacea) as a forage crop were investigated near Corvallis, Oregon, during 1983-1986. Treatments included all possible combinations of two tree-planting patterns (trees planted 2.4 m apart in a grid, and groups of five trees spaced 7.6 m between clusters) and two grazing/understory management systems (agroforests were seeded to subclover and grazed by sheep; forests were unseeded and ungrazed). Mean twig xylem water potential (XWP) for Douglas-fir trees ranged from -0.3 to -1.5 MPa on forest plots and from -0.3 to -1.2 MPa on agroforest sites. Pre-dawn and sunset XWP were more negative for forest than for agroforest plots during dry summer periods. Midday XWP was similar for both agroforest and forest plots on all dates. Soil water content at 50-100 cm depth was greater under agroforest plots as compared to forest plots in 1984, but not in 1985 (unusually dry spring). Average foliage nitrogen content of tree needles was 1.54% vs. 1.43% for agroforests vs. forests, respectively. Our data are consistent with the hypotheses that: (1) grazing of understory vegetation may reduce water stress of trees during dry periods by reducing transpirational water use by the forage plants; and (2) nitrogen-fixing vegetation combined with grazing increases nitrogen uptake of associated trees. However, neither mean foliar N nor average XWP differences experienced by trees in agroforest versus forest plantations were sufficient to have an effect on tree growth. Our data demonstrate that it is possible to produce a second crop (i.e. forage grazed by sheep) in timber plantations without reducing the growth of the main tree crop. Â© 1994 Kluwer Academic Publishers."	25	1	43-54	"agroforestry; Douglas-fir; grazing; moisture stress; sheep; forest; forestry; nutrient; plant-soil-water relationship; silvopastoral system; subterranean clover; tall fescue; transpiration; water stress; xylem water potential; USA, Oregon, Corvallis; Festuca arundinacea; Pseudotsuga menziesii; Trifolium subterraneum"	USA	Oregon 	44.57	-123.27	Sheep		Silvopasture		Forest without grazing		Total productivity (pasture + trees)		Positive								
Campos2017_2052i	Journal Article	2017	"Campos, Pablo; Mesa, Bruno; Alvarez, Alejandro; Castano, Francisco M.; Pulido, Fernando"	"Testing Extended Accounts in Scheduled Conservation of Open Woodlands with Permanent Livestock Grazing: Dehesa de la Luz Estate Case Study, Arroyo de la Luz, Spain"	Environments	2076-3298	10.3390/environments4040082	<Go to ISI>://WOS:000419146600016; https://res.mdpi.com/d_attachment/environments/environments-04-00082/article_deploy/environments-04-00082-v2.pdf	"Standard Economic Accounts for Agriculture and Forestry do not measure the ecosystem services and intermediate products embedded in the final products recorded, and omit the private non-commercial intermediate products and self-consumption of private amenities. These limitations of the standard accounts are addressed by the extended Agroforestry Accounting System, which is being tested at the publicly-owned Dehesa de la Luz agroforestry estate. The extended accounts simulate conservation forestry of holm oak and cork oak for the current as well as successive rotation cycles during which scheduled conservation of the cultural woodland landscape of the Dehesa de la Luz is carried out, improving the natural physical growth of the firewood and cork. The estimated results for 2014 reveal that private ecosystem services make up 50% of the firewood and grazing products consumed; the private environmental income accounts for 13% of the total private income; and the private environmental asset represents 53% of the total opening capital. The net value added is more than 2.3 times the amount estimated using the standard accounts. The landowner donates intermediate products of non-commercial services at a value of 85 (sic)/ha, which are used to enhance the supply of public products."	4	4	439-445		Spain	Arroyo de la Luz	39.48	-6.58	Mixture of sheep and cattle		Dehesa/Montado		Pasture without trees		Total productivity (pasture + trees)	Multiple	Positive								Positive
Campos2017_2052ii	Journal Article	2017	"Campos, Pablo; Mesa, Bruno; Alvarez, Alejandro; Castano, Francisco M.; Pulido, Fernando"	"Testing Extended Accounts in Scheduled Conservation of Open Woodlands with Permanent Livestock Grazing: Dehesa de la Luz Estate Case Study, Arroyo de la Luz, Spain"	Environments	2076-3298	10.3390/environments4040082	<Go to ISI>://WOS:000419146600016; https://res.mdpi.com/d_attachment/environments/environments-04-00082/article_deploy/environments-04-00082-v2.pdf	"Standard Economic Accounts for Agriculture and Forestry do not measure the ecosystem services and intermediate products embedded in the final products recorded, and omit the private non-commercial intermediate products and self-consumption of private amenities. These limitations of the standard accounts are addressed by the extended Agroforestry Accounting System, which is being tested at the publicly-owned Dehesa de la Luz agroforestry estate. The extended accounts simulate conservation forestry of holm oak and cork oak for the current as well as successive rotation cycles during which scheduled conservation of the cultural woodland landscape of the Dehesa de la Luz is carried out, improving the natural physical growth of the firewood and cork. The estimated results for 2014 reveal that private ecosystem services make up 50% of the firewood and grazing products consumed; the private environmental income accounts for 13% of the total private income; and the private environmental asset represents 53% of the total opening capital. The net value added is more than 2.3 times the amount estimated using the standard accounts. The landowner donates intermediate products of non-commercial services at a value of 85 (sic)/ha, which are used to enhance the supply of public products."	4	4	439-445		Spain	Arroyo de la Luz	39.48	-6.58	Mixture of sheep and cattle		Dehesa/Montado		Pasture without trees		Livestock growth	Multiple	Positive								Positive
Buergler2005_2108	Journal Article	2005	"Buergler, A. L.; Fike, J. H.; Burger, J. A.; Feldhake, C. R.; McKenna, J. A.; Teutsch, C. D."	Botanical composition and forage production in an emulated silvopasture	Agronomy Journal	Feb-62	10.2134/agronj2004.0308	<Go to ISI>://WOS:000231038100012; https://acsess.onlinelibrary.wiley.com/doi/full/10.2134/agronj2004.0308	"Integrating trees into pasture may increase pasture production and improve nutritive value by altering both species composition and productivity. Our objective was to determine forage yield and botanical composition in response to tree species, tree density, and slope position in an emulated silvopasture (the site had no animals). In 1995, black walnut (Juglans nigra L.) and honey locust (Gleditisia triacanthos L.) trees were planted within plots (r = 3) of predominantly tall fescue (Festuca arundinacea Schreb.) pasture. Trees were planted down slopes in rows to create low, medium, and high tree densities at shoulder-, mid-, and toe-slope positions. Sampling sites (n = 54) under field treatment combinations were harvested May to October at 35-d intervals in 2002 and 2003. Before spring, summer, and fall harvests, plots were subsampled for botanical composition. Tree species did not affect botanical composition when compared over the two seasons. Plots under honey locust trees tended to have more fescue in a dry year (2002) and more legumes and less dead herbage in a wet year (2003). Greater percentages of warm-season grasses and fewer weeds were observed at low tree density sites in 2003. Forage mass (5280,6130, and 4970 kg ha(-1) at low, medium, and high tree densities) was 16% greater under medium-density trees. Plots under black walnut yielded 13% more forage than those under honey locust (5790 vs. 5130 kg ha(-1)). Appropriately spaced trees have potential to positively alter botanical composition and can support greater forage production in a southern Appalachian silvopasture."	97	4	173-198		USA	Virginia	37.23	-80.42	Pasture without livestock		Silvopasture		Other	Different densities of planted trees	Understory/pasture production		Mixed results (positive and negative)								
Briner2012_2134	Journal Article	2012	"Briner, Simon; Hartmann, Michael; Finger, Robert; Lehmann, Bernard"	Greenhouse gas mitigation and offset options for suckler cow farms: an economic comparison for the Swiss case	Mitigation and Adaptation Strategies for Global Change	1381-2386	10.1007/s11027-011-9329-3	<Go to ISI>://WOS:000303355500001; https://link.springer.com/content/pdf/10.1007%2Fs11027-011-9329-3.pdf	"We assessed the economic suitability of 4 greenhouse gas (GHG) mitigation options and one GHG offset option for an improvement of the GHG balance of a representative Swiss suckler cow farm housing 35 Livestock units and cultivating 25 ha grassland. GHG emissions per kilogram meat in the economic optimum differ between the production systems and range from 18 to 21.9 kg CO2-eq./kg meat. Only GHG offset by agroforestry systems showed the potential to significantly reduce these emissions. Depending on the production system agroforestry systems could reduce net GHG emissions by 66% to 7.3 kg CO2-eq./kg meat in the most intensive system and by 100% in the most extensive system. In this calculation a carbon sequestration rate of 8 t CO2/ha/year was assumed. The potential of a combination of the addition of lipids to the diet, a cover of the slurry tank and the application of nitrification inhibitors only had the potential to reduce GHG emissions by 12% thereby marginal abatement costs are increasing much faster than for agroforestry systems. A reduction of the GHG emissions to 7.5 kg CO2-eq./kg meat-possible with agroforestry only-raised costs between 0.03 CHF/kg meat and 0.38 CHF/kg meat depending on the production system and the state of the system before the reduction. If GHG emissions were reduced maximally average costs ranged between 0.37 CHF/kg meat, if agroforestry had the potential to reduce net GHG emissions to 0 kg CO2-eq., to 1.17 CHF/kg meat if also other options had to be applied."	17	4	1130-&		Switzerland		46.94	7.51	Cattle		Silvopasture		Baseline from implementation		Livestock growth		Positive	Livestock offset/mitigation		Positive					Positive
