ID	Reference Type	Year	Author	Title	Journal Title	ISBN/ISSN	DOI	URL	Abstract	Volume	Issue	Pages	Keywords	Country	State	LatDD	LonDD	Livestock type	"If other, please specify"	Agroforestry type	"If other, please specify"	Comparator	"If other, please specify"	Productivity measure	"If other, please specify"	Effect on productivity	GHGEs/Carbon	"If multiple or other, please specify"	Effect on carbon/GHG measure	Water quantity	Water quality	Air quality	Soil erosion	Economics
Dominati2014_1792	Journal Article	2014	"Dominati, E. J.; Mackay, A.; Lynch, B.; Heath, N.; Millner, I."	An ecosystem services approach to the quantification of shallow mass movement erosion and the value of soil conservation practices	Ecosystem Services	2212-0416	10.1016/j.ecoser.2014.06.006	<Go to ISI>://WOS:000363661900020; https://pdf.sciencedirectassets.com/282079/1-s2.0-S2212041614X00057/1-s2.0-S2212041614000643/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEAIaCXVzLWVhc3QtMSJIMEYCIQCpk%2FLqo3f4cq5eD%2BNuqZreNvKpAcvnANo0wnC%2FHeHjhgIhAP%2F0Dup4oZt5DwAcvgw%2B%2BztOYeUfoRn5zeAReYLDC4edKr0DCLv%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEQAhoMMDU5MDAzNTQ2ODY1IgwUPmMBA9kp170SxVsqkQPBZmFcxZbr6nbGe9YlCULMZxcZwisALTYiK%2FP5p2gXOw1Cx6JecpIKXZrGUIlBnN9n9GxnCrKnKGXKVSDnkROO8yd61oSXda23gbaL1FVhfzDD9B4AeXgL3m8Di7zrOqIssR66ANVic0Dm4tvnfK53%2BiysuCxPZEstTl95n2vs8WHd3tcBX4W4ovYSmhW0ob1JxHCRvKSaSkzCYs%2BEgxw4R%2Brypy4J58IYr0ATHnbJw5smiWBts0PMOXJb%2FuiMxsMgLkwPdfThwGEzYGdkqrCTIPqBy4ZWadHfk1V48ik48UClj9eJAfgS2tZ4WBtJFF7JgvpD%2FBhjvMfuBa2k27x%2FmkVMpgzR4J%2FsjMbjcX27Z4X8b6Da6DeSowLqDpQqJ0zrAMvBMarmUCvNkcVLl9lXgMbwQF5tVdQpJ0XxKqcfRsbQgIdbo7%2F%2BTGMMGzMorSEt5wZ8CvagseFQ9WEzl0Mm20t6tZ1b0bU3exfDPoGxMIyquXGYf%2FSMNTAqyPr4gk3U8L9%2B2%2B2cUgHcxtcdnPn5LTDnuqnyBTrqAV9Q2ckTaKtaQWp8qWFQuZFfpZYrpkXz8gHaiBoBCdqy2%2F7ALeT2A6Yj491MtXx%2FGK2jHVsYVGTkLoxFs7ru8Q7AF3k0CzhRWEURkkEbokFve5fYucljHtVx7Lf53yw9Yqs00pZhPxP3IKSK5%2FZeTdAlxgFpfidvyEcJJrwwEcxLMDEk7dz%2BIcVVmFFRIuLrjQfiqMjtzWraLLZTYQ1NbETG2lQyu%2BbU2tl%2BsNj6flyqj%2BmSVenod3Q%2Biog8pIPJNY%2F0wyxM99DBsoLdtrRDPM8Ay00%2FEcjwHlaIjStjIzAw%2B4xolFEbHknTDw%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20200217T101604Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTY2MGCEGXR%2F20200217%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=9ae87b9754e0285f34cbdd32e4dc904426d181a66ff88bf9712f928522da0ae1&hash=57dc5f4296ce2352ce8f1237521b9e27ae11a9b68cd225dcc97216d265730d47&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S2212041614000643&tid=spdf-0f106e2c-e233-4d67-8412-03f4be7bfb57&sid=6600d5da1884e6475a2a85b800c96bdc5469gxrqb&type=client	"This study characterises the loss of ecosystem services from a grazed pasture following shallow mass movement erosion and subsequent recovery of services. The influence of space-planted trees, a soil conservation practice, on the provision of services, was also assessed. The economic value of the services provided by an uneroded steep pasture grazed by sheep and cattle was estimated at NZD 3717 ha(-1) yr(-1). This value dropped by 65% when the topsoil was lost in a single shallow mass movement. Fifty years after erosion, the services only recovered to 61% of uneroded value. In contrast, the same landscape type planted with soil conservation trees provided, after 20 years, additional (+22% in dollar value) services from the similar unprotected landscape. A benefit cost analysis of soil conservation practices showed planting conservation frees is only profitable if the frees are harvested for Limber (age 20), and low discount rates (< 5%) are used. When the economic value of the extra services from conservation trees is included in the BCA, the Net Present Value of the investment is greatly positive at discount rates ranging from 0% to 10%. Analysis of this ecological infrastructure investment using an ecosystem service approach offers new insights for resource managers and policy makers., (C) 2014 Elsevier B.V. All rights reserved."	9		237-41		New Zealand	North Island	-39.08	175.79	Mixture of sheep and cattle	Beef cattle	Farm woodland		No comparator								Positive			Positive	Positive
Dodd2008_1799	Journal Article	2008	"Dodd, M. B.; Wedderburn, M. E.; Parminter, T. G.; Thorrold, B. S.; Quinn, J. M."	Transformation toward agricultural sustainability in New Zealand hill country pastoral landscapes	Agricultural Systems	0308-521X	10.1016/j.agsy.2008.04.004	<Go to ISI>://WOS:000259683800004; https://pdf.sciencedirectassets.com/271139/1-s2.0-S0308521X08X00058/1-s2.0-S0308521X08000449/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEAIaCXVzLWVhc3QtMSJHMEUCIQC8qc3LNGmDeDT83miYg1tRVNrx%2F2B3FlR%2FkgpgkUIY0QIgMcSQj2A%2F4ivItqyZXN4JFyuUlYM%2BU1kLkgETljpegi0qvQMIuv%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FARACGgwwNTkwMDM1NDY4NjUiDPFxRCgr9lZttKK4MiqRA3rvdJ0iteFh%2BjksRqlnNnR9Kz2MwSNiRd%2B5PRAWq9qJCvm%2FywWUDqUNhx%2F9hU1SQOiC9GPYqrAlxDInHoz29UwYqK3nGGrM9itrtJiTmwmJATWMjbeUSiOqbHtWEqxIkFLmev6%2FUGCHgbTFbk80fkippB0FfhJLVym4ot4ke4tQ52BrsGGiHroOiJxhDqUCYZidDUWhe%2BihO8usXefDckkXKm4YC3PIZfFRY5eOHEMjSH7902hqmKpmK0xhki7IyM18yS957mUHjy05U2YwL3pEHFFntm0EtOY2dipYOoy0LH35mzq1LxgMbyaPx1ArRjiXGWSiSGqKoeJjDKi5He2R2syLN1G%2FelHQnm0OF6IlpLmxiECqD3ll%2Bcx74jVdSGulLr7VJ%2BBs6aJtoALIpwz7H8tC1W19YP3BHvq1F%2FfQYjHwSlCxUBbrh2toEt1ngmrAp0Ef9FV9WVgEzTZovISChTMNM1b237K5l%2BeR6eZc7CJ2XTXlMsvFaxaJMwb0NQMCrQwg9Cdwsd0CFhPfeMNDMMa1qfIFOusBf85ZL%2FDTY0ol3ZrAAPyTvjuvaeBBK2H4%2FkqVBidn1vyciIWj0RbMXnZn1VFlITHXYhOCBF9N2b0Jk1xL%2BsBwq5kaMf0oDjfoY0HTl%2BhmuEGAQf%2FBaYeaZ7ul%2BBR4zndMl%2BN1sWW2HyGcmI4%2BdRZSpdPSpcCEyfb3Zo092bfaegIqF5hBp4JBfJllVYyBFGF7c%2FiJ9bfxBfpSfOMaY34gJI4rP3f9Ba34F%2FUWKpwLv50CxHuhfZJzVxawsRhcAPisDGk69TruTaRB%2BCTwAwWCtzk4ofwZgXoc8Aq1eP36OhB0%2BvPzgNGErwFNCg%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20200217T101539Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTY44ZQJADJ%2F20200217%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=30d139581f4d83a8c0dc5e1320853f31e4eeb94abe75cba383bddc8068517e34&hash=eecea9c0d783361129a7174711844f0080bbdace0ee5c88a1b940960027cc29f&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0308521X08000449&tid=spdf-d3ae0b3c-ceb7-4c8d-b5bc-06cd25af5549&sid=6600d5da1884e6475a2a85b800c96bdc5469gxrqb&type=client	"A multi-stakeholder representative group was established to oversee a project examining the economic and environmental performance of a representative North Island hill country catchment farm at Whatawhata in the western Waikato region of New Zealand. The group included representation from landowners, government agencies and scientists. The group was facilitated through an action research approach incorporating three phases: (1) awareness; (2) forecasting; and (3) implementation. The group identified a set of goals and indicators relevant to achieving a ""well managed rural hill catchment"" The indicators were used to (a) assess the current state of the catchment farm in relation to the goals; (b) evaluate a range of strategies for improving system performance and (c) evaluate progress toward the goals following land use changes implemented within the catchment farm. Key issues for the group included the availability of data and the setting of appropriate performance benchmarks. From both economic and environmental points of view, the existing farm system was failing to meet the goals set by the management group. Key factors driving these outcomes included the physical and productivity limitations of the soil resource, poor livestock performance and poor water quality. A mixture of research observations, decision support models and expert stakeholder knowledge indicated scope for improving performance through forestry, riparian management, erosion control and livestock intensification options. Based on their evaluation of the forecasting results, the group developed a new land use plan, which depended on significant capital investment in land use and enterprise change. Subsequent monitoring of soils, vegetation, water quality, animal production and financial results over four years showed marked improvement in a number of key performance indicators. In particular, sediment and phosphorus loads and faecal coliform levels decreased rapidly, native forest fragments showed early signs of restoration, lamb and beef productivity increased and the per hectare financial returns of the pastoral component increased. Better matching of land use to land capability has led to short-term improvement in some aspects of the economic and environmental performance of the catchment farm. Progress toward a more sustainable agricultural system was achieved, but at a substantial cost for transformation of the biophysical system, which has implications for the wider sector. (c) 2008 Elsevier Ltd. All rights reserved."	98	2	48-58		New Zealand	Whatawhata	-37.81	175.14	Mixture of sheep and cattle	Beef cattle	Riparian strip		Baseline from implementation		Livestock growth		Positive					Positive		Positive	Positive
Dodd2008_1801	Journal Article	2008	"Dodd, M. B.; Thorrold, B. S.; Quinn, J. M.; Parminter, T. G.; Wedderburn, M. E."	Improving the economic and environmental performance of a New Zealand hill country farm catchment: 2. Forecasting and planning land-use change	New Zealand Journal of Agricultural Research	0028-8233	10.1080/00288230809510443	<Go to ISI>://WOS:000258173400007; https://www.tandfonline.com/doi/pdf/10.1080/00288230809510443?needAccess=true	"The second phase of a multi-stakeholder, integrated catchment management project at the Whatawhata Research Centre is described. This project explored land use and management change options to improve the economic and environmental performance of the case study hill land catchment farm. Research observations, decision support models and expert stakeholder knowledge were used to develop and predict the outcome of various scenarios for the key performance indicators identified by the Catchment Management Group (CMG). These scenarios included Pinus radiata plantation forestry, livestock intensification and enterprise change, riparian revegetation, indigenous forest restoration and pastoral land stabilisation with erosion control plantings. The resulting predictions did offer scope for improving both the economic and environmental performance of the case study catchment farm, if the time scale for change was not a constraint. The CMG developed a new land-use plan in order to meet the diverse economic and environmental goals they had originally identified for a ""well managed hill land catchment"". The feasibility of this plan depended on significant capital investment in land use and enterprise change, and the outcomes were likely to take up to 30 years to manifest themselves in the key performance indicators."	51	2	28-38		New Zealand	Whatawhata	-37.81	175.14	Mixture of sheep and cattle		Riparian strip		Baseline from implementation		Multiple	"Total productivity, livestock growth"	Positive					Positive		Positive	Positive
Dodd2008_1802	Journal Article	2008	"Dodd, M. B.; Quinn, J. M.; Thorrold, B. S.; Parminter, T. G.; Wedderburn, M. E."	Improving the economic and environmental performance of a New Zealand hill country farm catchment: 3. Short-term outcomes of land-use change	New Zealand Journal of Agricultural Research	0028-8233	10.1080/00288230809510444	<Go to ISI>://WOS:000258173400008; https://www.tandfonline.com/doi/pdf/10.1080/00288230809510444?needAccess=true	"The third phase of a multi-stakeholder, integrated catchment management project at the Whatawhata Research Centre is described. Land use and management changes were implemented to improve economic and environmental performance of the Mangaotama case study catchment farm. The major changes included: afforestation of 160 of the 296 ha catchment farm with pine and native trees, riparian management of the entire 20 km of stream network via fencing and/or forestry, restoration of 5 ha of existing native forest, and intensification of the remaining pastoral component to a high fecundity ewe flock and bull beef finishing. Marked improvements were observed in the key environmental and economic performance indicators. In particular, declines in sediment (76%) and phosphorus (62%) loads and faecal coliform (43%) levels were observed, native forest fragments showed early signs of recovery in terms of sapling numbers and vegetative cover, and the pastoral enterprise recorded increased per hectare production of lamb (87%) and beef (170%). There were implementation challenges with the better matching of land use to land capability, but this study demonstrated that significant progress can be made in the short-term."	51	2	2		New Zealand	Whatawhata	-37.81	175.14	Mixture of sheep and cattle		Riparian strip		Baseline from implementation		Multiple	"Total productivity, livestock growth"	Positive					Positive		Positive	Positive
Dodd2014_1804	Journal Article	2014	"Dodd, M. B.; Carlson, W.; Silcock, P."	The economics of transformation toward sustainable hill country land use: Whatawhata case study	Proceedings of the New Zealand Grassland Association					76		163-168		New Zealand	Whatawhata	-37.81	175.14	Mixture of sheep and cattle		Riparian strip		Baseline from implementation		Multiple	"Total productivity, livestock growth"	Positive					Positive		Positive	Positive
Cossens2000_1931.1	Journal Article	2000	"Cossens, G. G.; Hawke, M. F."	Agroforestry in Eastern Otago: results from two long-term experiments	Proceedings of the New Zealand Grassland Association	0369-3902			"During the first 20 years of a Pinus radiata tree rotation, tree growth and pasture yield were assessed under a range of tree spacings at Invermay and Akatore, two coastal sites in eastern Otago. Pasture yield, in association with trees thinned to 100 stems per hectare (SPH) was comparable with that from open pasture up to a tree age of 12 years. By the 19th year, however, pasture production declined to 63% of open pasture yield at Invermay, and to 42% at Akatore. At 200 and 400 sph at Akatore, pasture yield was similar to that from open pasture at tree age 12 years, but declined to 27% and 0% of open pasture yield respectively by year 20. The results, and comparisons with data from Tikitere (Rotorua), suggest that, in an integrated agroforestry regime, there will be livestock grazing under the trees further into the tree rotation in Otago than in the North Island sites. However, slower tree growth would result in a longer rotation time to harvest. Current recommendations to farmers are to plant tree on the less productive areas of the farm and adopt a tree stocking rate which fully utilises the site."	62		203-208	agroforestry; farm forestry; livestock farming; pines; silvopastoral systems; trees; woody plants	New Zealand	Eastern Otago	-45.73	170.5	Mixture of sheep and cattle		Wood pasture		Baseline from implementation		Total productivity (pasture + trees)		Mixed results (positive and negative)								Positive
Cossens2000_1931.2	Journal Article	2000	"Cossens, G. G.; Hawke, M. F."	Agroforestry in Eastern Otago: results from two long-term experiments	Proceedings of the New Zealand Grassland Association	0369-3902			"During the first 20 years of a Pinus radiata tree rotation, tree growth and pasture yield were assessed under a range of tree spacings at Invermay and Akatore, two coastal sites in eastern Otago. Pasture yield, in association with trees thinned to 100 stems per hectare (SPH) was comparable with that from open pasture up to a tree age of 12 years. By the 19th year, however, pasture production declined to 63% of open pasture yield at Invermay, and to 42% at Akatore. At 200 and 400 sph at Akatore, pasture yield was similar to that from open pasture at tree age 12 years, but declined to 27% and 0% of open pasture yield respectively by year 20. The results, and comparisons with data from Tikitere (Rotorua), suggest that, in an integrated agroforestry regime, there will be livestock grazing under the trees further into the tree rotation in Otago than in the North Island sites. However, slower tree growth would result in a longer rotation time to harvest. Current recommendations to farmers are to plant tree on the less productive areas of the farm and adopt a tree stocking rate which fully utilises the site."	62		203-208	agroforestry; farm forestry; livestock farming; pines; silvopastoral systems; trees; woody plants	New Zealand	Akatore	-46.13	170.11	Mixture of sheep and cattle		Wood pasture		Baseline from implementation		Total productivity (pasture + trees)		Mixed results (positive and negative)								Positive
Coelho2012_1956	Journal Article	2012	"Coelho, Marta Baptista; Paulo, Joana Amaral; Nunes Palma, Joao Henrique; Tome, Margarida"	Contribution of cork oak plantations installed after 1990 in Portugal to the Kyoto commitments and to the landowners economy	Forest Policy and Economics	1389-9341	10.1016/j.forpol.2011.10.005	<Go to ISI>://WOS:000302986600009; https://pdf.sciencedirectassets.com/272157/1-s2.0-S1389934112X00030/1-s2.0-S1389934111001845/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEAIaCXVzLWVhc3QtMSJHMEUCIQC8qc3LNGmDeDT83miYg1tRVNrx%2F2B3FlR%2FkgpgkUIY0QIgMcSQj2A%2F4ivItqyZXN4JFyuUlYM%2BU1kLkgETljpegi0qvQMIuv%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FARACGgwwNTkwMDM1NDY4NjUiDPFxRCgr9lZttKK4MiqRA3rvdJ0iteFh%2BjksRqlnNnR9Kz2MwSNiRd%2B5PRAWq9qJCvm%2FywWUDqUNhx%2F9hU1SQOiC9GPYqrAlxDInHoz29UwYqK3nGGrM9itrtJiTmwmJATWMjbeUSiOqbHtWEqxIkFLmev6%2FUGCHgbTFbk80fkippB0FfhJLVym4ot4ke4tQ52BrsGGiHroOiJxhDqUCYZidDUWhe%2BihO8usXefDckkXKm4YC3PIZfFRY5eOHEMjSH7902hqmKpmK0xhki7IyM18yS957mUHjy05U2YwL3pEHFFntm0EtOY2dipYOoy0LH35mzq1LxgMbyaPx1ArRjiXGWSiSGqKoeJjDKi5He2R2syLN1G%2FelHQnm0OF6IlpLmxiECqD3ll%2Bcx74jVdSGulLr7VJ%2BBs6aJtoALIpwz7H8tC1W19YP3BHvq1F%2FfQYjHwSlCxUBbrh2toEt1ngmrAp0Ef9FV9WVgEzTZovISChTMNM1b237K5l%2BeR6eZc7CJ2XTXlMsvFaxaJMwb0NQMCrQwg9Cdwsd0CFhPfeMNDMMa1qfIFOusBf85ZL%2FDTY0ol3ZrAAPyTvjuvaeBBK2H4%2FkqVBidn1vyciIWj0RbMXnZn1VFlITHXYhOCBF9N2b0Jk1xL%2BsBwq5kaMf0oDjfoY0HTl%2BhmuEGAQf%2FBaYeaZ7ul%2BBR4zndMl%2BN1sWW2HyGcmI4%2BdRZSpdPSpcCEyfb3Zo092bfaegIqF5hBp4JBfJllVYyBFGF7c%2FiJ9bfxBfpSfOMaY34gJI4rP3f9Ba34F%2FUWKpwLv50CxHuhfZJzVxawsRhcAPisDGk69TruTaRB%2BCTwAwWCtzk4ofwZgXoc8Aq1eP36OhB0%2BvPzgNGErwFNCg%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20200217T100427Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTY44ZQJADJ%2F20200217%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=7103cd2d2f13a4a1c2baf6ebd93c2aca48ef184353d24c684b5b93af0497608a&hash=250af36226729072d20aead5adcf338ce46b163e9f184596b596f1b0c30d1b9c&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S1389934111001845&tid=spdf-cb597918-8177-4b17-8c90-2667580ca613&sid=6600d5da1884e6475a2a85b800c96bdc5469gxrqb&type=client	"Cork oak stands are a part of the agroforestry ecosystem in Portugal, characterized by a low crown cover from cork oak trees, managed towards cork production, and sometimes in combination with grazing. In recent years, European Union policies gave impetus to a large area of new cork oak plantations, which have been established mainly for cork production purposes, and consequently with higher stand density than traditional agroforestry systems. These plantations are important not only for cork production but also for the carbon sequestered by these slow growing forests that won't be harvested for wood production. Thinning operations will be needed to avoid excessive inter-tree competition and wood extracted from these thinning may also provide income for the owners. In the present study, carbon sequestered and wood volumes resulting from thinning were estimated for the next 70 years. Three scenarios of different annual afforestation rates and different site indexes were tested. The resulting values for the considered scenarios show that, if the plantation rates are maintained, new cork oak plantations will have an important contribution to the Portuguese commitments to providing CO2 offsets under the Kyoto protocol. Additionally, due to the increasing values of initial density in new cork plantations, cork oak forests will produce a significant volume of wood that may become an important contribution to the landowners' income. (C) 2011 Elsevier B.V. All rights reserved."	17		37-49		Portugal		38.83	-9.17	Unclear		Dehesa/Montado	Cork oak plantations	No comparator					Total carbon		Positive					Positive
Campos2017_2052	Journal Article	2017	"Campos, Pablo; Mesa, Bruno; Alvarez, Alejandro; Castano, Francisco M.; Pulido, Fernando"	"Testing Extended Accounts in Scheduled Conservation of Open Woodlands with Permanent Livestock Grazing: Dehesa de la Luz Estate Case Study, Arroyo de la Luz, Spain"	Environments	2076-3298	10.3390/environments4040082	<Go to ISI>://WOS:000419146600016; https://res.mdpi.com/d_attachment/environments/environments-04-00082/article_deploy/environments-04-00082-v2.pdf	"Standard Economic Accounts for Agriculture and Forestry do not measure the ecosystem services and intermediate products embedded in the final products recorded, and omit the private non-commercial intermediate products and self-consumption of private amenities. These limitations of the standard accounts are addressed by the extended Agroforestry Accounting System, which is being tested at the publicly-owned Dehesa de la Luz agroforestry estate. The extended accounts simulate conservation forestry of holm oak and cork oak for the current as well as successive rotation cycles during which scheduled conservation of the cultural woodland landscape of the Dehesa de la Luz is carried out, improving the natural physical growth of the firewood and cork. The estimated results for 2014 reveal that private ecosystem services make up 50% of the firewood and grazing products consumed; the private environmental income accounts for 13% of the total private income; and the private environmental asset represents 53% of the total opening capital. The net value added is more than 2.3 times the amount estimated using the standard accounts. The landowner donates intermediate products of non-commercial services at a value of 85 (sic)/ha, which are used to enhance the supply of public products."	4	4	439-445		Spain	Arroyo de la Luz	39.48	-6.58	Mixture of sheep and cattle		Dehesa/Montado		Pasture without trees		Multiple	"Total productivity, livestock growth"	Positive								Positive
Bruck2019_2121	Journal Article	2019	"Bruck, Sonia R.; Bishaw, Badege; Cushing, Tamara L.; Cubbage, Frederick W."	Modeling the Financial Potential of Silvopasture Agroforestry in Eastern North Carolina and Northeastern Oregon	Journal of Forestry	0022-1201	10.1093/jofore/fvy065	<Go to ISI>://WOS:000455413000003	"Silvopasture is the planned and managed agroecosystem in which forage, livestock, and woody perennials are integrated ""either simultaneously or sequentially on the same parcel of land."" Silvopasture can help mitigate anthropogenic climate change through carbon sequestration in perennial vegetation. We examined silvopasture, forest, and pasture systems in eastern North Carolina and northeastern Oregon. In North Carolina, we evaluated forest and agroforestry systems using loblolly and longleaf pine species. In Oregon, we evaluated forest and agroforestry systems using ponderosa pine. We based the analyses on typical forest and cattle regimes, including yields, costs, and prices obtained from the literature, and consulted with experts in the respective subjects. The financial viability of land management investments was investigated using capital budgeting techniques. Cash flows were developed using 4 percent and 6 percent real discount rates. Analysis suggests loblolly pine timber management and cattle management are more profitable than silvopasture management in eastern North Carolina. Additionally, cattle management is more profitable than silvopasture in northeastern Oregon. Longleaf pine and ponderosa pine are not profitable when solely managed for timber and can benefit financially when combined with livestock."	117	1	16-22		USA	Oregon	45.07	-118.07	Cattle		Silvopasture		Pasture without trees												Negative
Briner2012_2134	Journal Article	2012	"Briner, Simon; Hartmann, Michael; Finger, Robert; Lehmann, Bernard"	Greenhouse gas mitigation and offset options for suckler cow farms: an economic comparison for the Swiss case	Mitigation and Adaptation Strategies for Global Change	1381-2386	10.1007/s11027-011-9329-3	<Go to ISI>://WOS:000303355500001; https://link.springer.com/content/pdf/10.1007%2Fs11027-011-9329-3.pdf	"We assessed the economic suitability of 4 greenhouse gas (GHG) mitigation options and one GHG offset option for an improvement of the GHG balance of a representative Swiss suckler cow farm housing 35 Livestock units and cultivating 25 ha grassland. GHG emissions per kilogram meat in the economic optimum differ between the production systems and range from 18 to 21.9 kg CO2-eq./kg meat. Only GHG offset by agroforestry systems showed the potential to significantly reduce these emissions. Depending on the production system agroforestry systems could reduce net GHG emissions by 66% to 7.3 kg CO2-eq./kg meat in the most intensive system and by 100% in the most extensive system. In this calculation a carbon sequestration rate of 8 t CO2/ha/year was assumed. The potential of a combination of the addition of lipids to the diet, a cover of the slurry tank and the application of nitrification inhibitors only had the potential to reduce GHG emissions by 12% thereby marginal abatement costs are increasing much faster than for agroforestry systems. A reduction of the GHG emissions to 7.5 kg CO2-eq./kg meat-possible with agroforestry only-raised costs between 0.03 CHF/kg meat and 0.38 CHF/kg meat depending on the production system and the state of the system before the reduction. If GHG emissions were reduced maximally average costs ranged between 0.37 CHF/kg meat, if agroforestry had the potential to reduce net GHG emissions to 0 kg CO2-eq., to 1.17 CHF/kg meat if also other options had to be applied."	17	4	1130-&		Switzerland		46.94	7.51	Cattle		Silvopasture		Baseline from implementation		Livestock growth		Positive	Livestock offset/mitigation		Positive					Positive
Bird1995_2192	Journal Article	1995	"Bird, P. R.; Kellas, J. D.; Kearney, G. A.; Cumming, K. N."	"ANIMAL PRODUCTION UNDER A SERIES OF PINUS RADIATA-PASTURE AGROFORESTRY SYSTEMS IN SOUTH-WEST VICTORIA, AUSTRALIA"	Australian Journal of Agricultural Research	Apr-09	10.1071/ar9951299	<Go to ISI>://WOS:A1995RZ13300016; https://www.publish.csiro.au/cp/AR9951299	"Liveweight and greasy wool production data from young wethers were collected for the period autumn to early summer for the years 1986 to 1994 from an on-going Pinus radiata-pasture project at Carngham, Victoria. A plantation established in 1981 on a grazing property was thinned in 1983 to give trees spaced at: (i) no trees (a grazing control), (ii) 8 m x 12 m, (iii) 4 m x 9 m, (iv) 4 m x 3 m in a 5-row belt then a 10-row pasture gap, and (v) 2 m x 3 m (original spacing). By 1989 the density of trees in these systems was slightly reduced by windthrow, animal damage and thinning to (ii) 60 trees/ha, (iii) 200 trees/ha wide-spaced, (iv) 200 trees/ha B-row belt and (v) 1360 trees/ha. All trees in systems (ii), (iii) and (iv) had been pruned to 6 m by late 1992. The sheep stocking policy was initially based on a set 10 sheep ha(-1). Since 1991 the stocking rate has been varied yearly in an attempt to maintain similar production per sheep. The pastures were re-sown in 1989 with perennial rye-grass and subterranean clover cultivars. Since 1991, wool production per ha from the 200 trees/ha wide-spaced system has been consistently less than in systems (i), (ii) and (iv). Wool production among systems differed significantly since 1992. Expressed as a percentage of wool production achieved on open pasture, the relative values for the agroforestry systems from 1990 to 1994 as follows. [GRAPHICS] The results also show a consistent advantage of the belt arrangement of trees rather than a wide-spaced layout. There are many practical advantages of the belt layout, although timber production may possibly be smaller and offset other gains."	46	6	478-487		Australia	Victoria	-37.56	143.57	Sheep		Silvopasture		Pasture without trees		Multiple	"Total productivity, livestock growth"	Mixed results (positive and negative)								Unclear from article
