Paper ID	Publication Year	Author	Title	Journal / Secondary Title	DOI	Abstract	Volume	Issue	Pages	Multiple Studies? (LocatioNos/Proxies)	Study ID	Language	Country	Name of Site	LatDD	LonDD	Type of Archive	Proxy	Proxy interpretation	Cross Cutting Lens	Preparation of sample method	Unit of Proxy	Evidence of Agriculture	Stratigraphic	Radiocarbon	OSL	Pb210	Cs137	U_Th	Dendrochro	Tephra	Material_Dated	Oldest Date (C.E)	Newest Date (C.E)	Top and bottom of sequence dated?	Is the record continuous?	Calibration data set	Hard Water Error?	Other Chronology Notes	Depositional archive plotted against depth or time?	Raw data available	Average Annual Rainfall (mm)	Wettest Month (mm)	Wettest Quarter (mm)	Dryest Month (mm)	Driest Quarter (mm)	Coefficient of Variance	DEM 30m	ECO_NAME	BIOME_NAME
van Hengstum2010_184	2010	"van Hengstum, P. J.; Reinhardt, E. G.; Beddows, P. A.; Gabriel, J. J."	Linkages between Holocene paleoclimate and paleohydrology preserved in a Yucatan underwater cave	Quaternary Science Reviews	10.1016/j.quascirev.2010.06.034	"Three sediment cores spanning the last 4200 years from Aktun Ha Cave on the Yucatan Peninsula (Mexico) demonstrate that underwater caves can document changes to regional hydrogeology and climate. Benthic microfossils (testate amoebae, foraminifera), organic matter geochemistry ($\delta$13C, $\delta$15N, C/N), and particle size distributions were analyzed. However, microfossil paleoecology proved the most useful for indicating three salinity phases in the Aktun Ha sediment cores. Phase 1 ( \textgreater 4300 yr BP) contains predominantly foraminifera (Physalidia simplex, 78 \% ) that indicate the meteoric lens flooding the cave was initially brackish (salinity \textgreater 3.5 g L-1). Phase 2 (2800-4300 Cal yr BP) has both freshwater testate amoebae (Centropyxis spp. 40 \% ) and P. simplex (42 \% ), which indicates a slight freshening of the meteoric lens to 1.5-2 g L-1. Phase 3 ( \textless 2800 yr BP) is demarcated by an increase in testate amoebae abundance (90 \% ) and diversity, including the colonization of Lagenodifflugia vas and Difflugia oblonga, with a reduction in P. simplex (10 \% ). This last faunal shift represents the initiation of modern freshwater conditions in the cave (1.5 g L-1). This final freshening is synchronous with a significant reduction in the C/N ratio (e.g., Core 2: ∼27 to 19), which suggests an expansion of primary productivity in the adjacent cenote. The $\delta$15N values ranged from 1.5 to 3.5‰ with observed cycles likely from intervals of increased terrestrial OM input into the cave during high rainfall events (e.g., hurricanes). The observed paleoenvironmental shifts in the cave correlate well with regional precipitation patterns, aquifer recharge, and storm activity caused by southward migration of the Intertropical Convergence Zone. Therefore, regional climate change impacted eastern Yucatan groundwater during the mid to late Holocene. However, decelerating Holocene sea-level rise and aquifer occlusion are likely contributing factors. These results demonstrate that underwater cave sediments and microfossils can be useful proxies for aquifer evolution and climate change. \textcopyright 2010 Elsevier Ltd."	29	19-20	2788-2798	Yes	van Hengstum2010_184.i	English	Mexico	Aktun Ha Cave	20.274178	-87.486259	Cave Sediment	δ13C	Climate;Precipitation;Sea Level	Water	HCL	VPDB %	No		3							Bulk organic sediment	-2350	1950	Neither	Not Reported	INTCAL04	Not Reported		Depth	Yes	1209	1209	495	39	132	5135	5	Yucatán moist forests	Tropical & Subtropical Moist Broadleaf Forests
van Hengstum2010_184	2010	"van Hengstum, P. J.; Reinhardt, E. G.; Beddows, P. A.; Gabriel, J. J."	Linkages between Holocene paleoclimate and paleohydrology preserved in a Yucatan underwater cave	Quaternary Science Reviews	10.1016/j.quascirev.2010.06.034	"Three sediment cores spanning the last 4200 years from Aktun Ha Cave on the Yucatan Peninsula (Mexico) demonstrate that underwater caves can document changes to regional hydrogeology and climate. Benthic microfossils (testate amoebae, foraminifera), organic matter geochemistry ($\delta$13C, $\delta$15N, C/N), and particle size distributions were analyzed. However, microfossil paleoecology proved the most useful for indicating three salinity phases in the Aktun Ha sediment cores. Phase 1 ( \textgreater 4300 yr BP) contains predominantly foraminifera (Physalidia simplex, 78 \% ) that indicate the meteoric lens flooding the cave was initially brackish (salinity \textgreater 3.5 g L-1). Phase 2 (2800-4300 Cal yr BP) has both freshwater testate amoebae (Centropyxis spp. 40 \% ) and P. simplex (42 \% ), which indicates a slight freshening of the meteoric lens to 1.5-2 g L-1. Phase 3 ( \textless 2800 yr BP) is demarcated by an increase in testate amoebae abundance (90 \% ) and diversity, including the colonization of Lagenodifflugia vas and Difflugia oblonga, with a reduction in P. simplex (10 \% ). This last faunal shift represents the initiation of modern freshwater conditions in the cave (1.5 g L-1). This final freshening is synchronous with a significant reduction in the C/N ratio (e.g., Core 2: ∼27 to 19), which suggests an expansion of primary productivity in the adjacent cenote. The $\delta$15N values ranged from 1.5 to 3.5‰ with observed cycles likely from intervals of increased terrestrial OM input into the cave during high rainfall events (e.g., hurricanes). The observed paleoenvironmental shifts in the cave correlate well with regional precipitation patterns, aquifer recharge, and storm activity caused by southward migration of the Intertropical Convergence Zone. Therefore, regional climate change impacted eastern Yucatan groundwater during the mid to late Holocene. However, decelerating Holocene sea-level rise and aquifer occlusion are likely contributing factors. These results demonstrate that underwater cave sediments and microfossils can be useful proxies for aquifer evolution and climate change. \textcopyright 2010 Elsevier Ltd."	29	19-20	2788-2798	Yes	van Hengstum2010_184.ii	English	Mexico	Aktun Ha Cave	20.274178	-87.486259	Cave Sediment	δ13C	Climate;Precipitation;Sea Level	Water	HCL	VPDB %	No		6							Bulk organic sediment	-1470	1950	Neither	Not Reported	INTCAL04	Not Reported		Depth	Yes	1209	1209	495	39	132	5135	5	Yucatán moist forests	Tropical & Subtropical Moist Broadleaf Forests
van Hengstum2010_184	2010	"van Hengstum, P. J.; Reinhardt, E. G.; Beddows, P. A.; Gabriel, J. J."	Linkages between Holocene paleoclimate and paleohydrology preserved in a Yucatan underwater cave	Quaternary Science Reviews	10.1016/j.quascirev.2010.06.034	"Three sediment cores spanning the last 4200 years from Aktun Ha Cave on the Yucatan Peninsula (Mexico) demonstrate that underwater caves can document changes to regional hydrogeology and climate. Benthic microfossils (testate amoebae, foraminifera), organic matter geochemistry ($\delta$13C, $\delta$15N, C/N), and particle size distributions were analyzed. However, microfossil paleoecology proved the most useful for indicating three salinity phases in the Aktun Ha sediment cores. Phase 1 ( \textgreater 4300 yr BP) contains predominantly foraminifera (Physalidia simplex, 78 \% ) that indicate the meteoric lens flooding the cave was initially brackish (salinity \textgreater 3.5 g L-1). Phase 2 (2800-4300 Cal yr BP) has both freshwater testate amoebae (Centropyxis spp. 40 \% ) and P. simplex (42 \% ), which indicates a slight freshening of the meteoric lens to 1.5-2 g L-1. Phase 3 ( \textless 2800 yr BP) is demarcated by an increase in testate amoebae abundance (90 \% ) and diversity, including the colonization of Lagenodifflugia vas and Difflugia oblonga, with a reduction in P. simplex (10 \% ). This last faunal shift represents the initiation of modern freshwater conditions in the cave (1.5 g L-1). This final freshening is synchronous with a significant reduction in the C/N ratio (e.g., Core 2: ∼27 to 19), which suggests an expansion of primary productivity in the adjacent cenote. The $\delta$15N values ranged from 1.5 to 3.5‰ with observed cycles likely from intervals of increased terrestrial OM input into the cave during high rainfall events (e.g., hurricanes). The observed paleoenvironmental shifts in the cave correlate well with regional precipitation patterns, aquifer recharge, and storm activity caused by southward migration of the Intertropical Convergence Zone. Therefore, regional climate change impacted eastern Yucatan groundwater during the mid to late Holocene. However, decelerating Holocene sea-level rise and aquifer occlusion are likely contributing factors. These results demonstrate that underwater cave sediments and microfossils can be useful proxies for aquifer evolution and climate change. \textcopyright 2010 Elsevier Ltd."	29	19-20	2788-2798	Yes	van Hengstum2010_184.iii	English	Mexico	Aktun Ha Cave	20.274178	-87.486259	Cave Sediment	δ13C	Climate;Precipitation;Sea Level	Water	HCL	VPDB %	No										Not Reported	Not Reported	Neither	Not Reported	INTCAL04	Not Reported		Depth	Yes	1209	1209	495	39	132	5135	5	Yucatán moist forests	Tropical & Subtropical Moist Broadleaf Forests
van Hengstum2010_184	2010	"van Hengstum, P. J.; Reinhardt, E. G.; Beddows, P. A.; Gabriel, J. J."	Linkages between Holocene paleoclimate and paleohydrology preserved in a Yucatan underwater cave	Quaternary Science Reviews	10.1016/j.quascirev.2010.06.034	"Three sediment cores spanning the last 4200 years from Aktun Ha Cave on the Yucatan Peninsula (Mexico) demonstrate that underwater caves can document changes to regional hydrogeology and climate. Benthic microfossils (testate amoebae, foraminifera), organic matter geochemistry ($\delta$13C, $\delta$15N, C/N), and particle size distributions were analyzed. However, microfossil paleoecology proved the most useful for indicating three salinity phases in the Aktun Ha sediment cores. Phase 1 ( \textgreater 4300 yr BP) contains predominantly foraminifera (Physalidia simplex, 78 \% ) that indicate the meteoric lens flooding the cave was initially brackish (salinity \textgreater 3.5 g L-1). Phase 2 (2800-4300 Cal yr BP) has both freshwater testate amoebae (Centropyxis spp. 40 \% ) and P. simplex (42 \% ), which indicates a slight freshening of the meteoric lens to 1.5-2 g L-1. Phase 3 ( \textless 2800 yr BP) is demarcated by an increase in testate amoebae abundance (90 \% ) and diversity, including the colonization of Lagenodifflugia vas and Difflugia oblonga, with a reduction in P. simplex (10 \% ). This last faunal shift represents the initiation of modern freshwater conditions in the cave (1.5 g L-1). This final freshening is synchronous with a significant reduction in the C/N ratio (e.g., Core 2: ∼27 to 19), which suggests an expansion of primary productivity in the adjacent cenote. The $\delta$15N values ranged from 1.5 to 3.5‰ with observed cycles likely from intervals of increased terrestrial OM input into the cave during high rainfall events (e.g., hurricanes). The observed paleoenvironmental shifts in the cave correlate well with regional precipitation patterns, aquifer recharge, and storm activity caused by southward migration of the Intertropical Convergence Zone. Therefore, regional climate change impacted eastern Yucatan groundwater during the mid to late Holocene. However, decelerating Holocene sea-level rise and aquifer occlusion are likely contributing factors. These results demonstrate that underwater cave sediments and microfossils can be useful proxies for aquifer evolution and climate change. \textcopyright 2010 Elsevier Ltd."	29	19-20	2788-2798	Yes	van Hengstum2010_184.iv	English	Mexico	Aktun Ha Cave	20.274178	-87.486259	Cave Sediment	δ15N	Climate;Precipitation;Sea Level	Water	HCL	VPDB %	No		3							Bulk organic sediment	-2350	1950	Neither	Not Reported	INTCAL04	Not Reported		Depth	Yes	1209	1209	495	39	132	5135	5	Yucatán moist forests	Tropical & Subtropical Moist Broadleaf Forests
van Hengstum2010_184	2010	"van Hengstum, P. J.; Reinhardt, E. G.; Beddows, P. A.; Gabriel, J. J."	Linkages between Holocene paleoclimate and paleohydrology preserved in a Yucatan underwater cave	Quaternary Science Reviews	10.1016/j.quascirev.2010.06.034	"Three sediment cores spanning the last 4200 years from Aktun Ha Cave on the Yucatan Peninsula (Mexico) demonstrate that underwater caves can document changes to regional hydrogeology and climate. Benthic microfossils (testate amoebae, foraminifera), organic matter geochemistry ($\delta$13C, $\delta$15N, C/N), and particle size distributions were analyzed. However, microfossil paleoecology proved the most useful for indicating three salinity phases in the Aktun Ha sediment cores. Phase 1 ( \textgreater 4300 yr BP) contains predominantly foraminifera (Physalidia simplex, 78 \% ) that indicate the meteoric lens flooding the cave was initially brackish (salinity \textgreater 3.5 g L-1). Phase 2 (2800-4300 Cal yr BP) has both freshwater testate amoebae (Centropyxis spp. 40 \% ) and P. simplex (42 \% ), which indicates a slight freshening of the meteoric lens to 1.5-2 g L-1. Phase 3 ( \textless 2800 yr BP) is demarcated by an increase in testate amoebae abundance (90 \% ) and diversity, including the colonization of Lagenodifflugia vas and Difflugia oblonga, with a reduction in P. simplex (10 \% ). This last faunal shift represents the initiation of modern freshwater conditions in the cave (1.5 g L-1). This final freshening is synchronous with a significant reduction in the C/N ratio (e.g., Core 2: ∼27 to 19), which suggests an expansion of primary productivity in the adjacent cenote. The $\delta$15N values ranged from 1.5 to 3.5‰ with observed cycles likely from intervals of increased terrestrial OM input into the cave during high rainfall events (e.g., hurricanes). The observed paleoenvironmental shifts in the cave correlate well with regional precipitation patterns, aquifer recharge, and storm activity caused by southward migration of the Intertropical Convergence Zone. Therefore, regional climate change impacted eastern Yucatan groundwater during the mid to late Holocene. However, decelerating Holocene sea-level rise and aquifer occlusion are likely contributing factors. These results demonstrate that underwater cave sediments and microfossils can be useful proxies for aquifer evolution and climate change. \textcopyright 2010 Elsevier Ltd."	29	19-20	2788-2798	Yes	van Hengstum2010_184.v	English	Mexico	Aktun Ha Cave	20.274178	-87.486259	Cave Sediment	δ15N	Climate;Precipitation;Sea Level	Water	HCL	VPDB %	No		6							Bulk organic sediment	-1470	1950	Neither	Not Reported	INTCAL04	Not Reported		Depth	Yes	1209	1209	495	39	132	5135	5	Yucatán moist forests	Tropical & Subtropical Moist Broadleaf Forests
van Hengstum2010_184	2010	"van Hengstum, P. J.; Reinhardt, E. G.; Beddows, P. A.; Gabriel, J. J."	Linkages between Holocene paleoclimate and paleohydrology preserved in a Yucatan underwater cave	Quaternary Science Reviews	10.1016/j.quascirev.2010.06.034	"Three sediment cores spanning the last 4200 years from Aktun Ha Cave on the Yucatan Peninsula (Mexico) demonstrate that underwater caves can document changes to regional hydrogeology and climate. Benthic microfossils (testate amoebae, foraminifera), organic matter geochemistry ($\delta$13C, $\delta$15N, C/N), and particle size distributions were analyzed. However, microfossil paleoecology proved the most useful for indicating three salinity phases in the Aktun Ha sediment cores. Phase 1 ( \textgreater 4300 yr BP) contains predominantly foraminifera (Physalidia simplex, 78 \% ) that indicate the meteoric lens flooding the cave was initially brackish (salinity \textgreater 3.5 g L-1). Phase 2 (2800-4300 Cal yr BP) has both freshwater testate amoebae (Centropyxis spp. 40 \% ) and P. simplex (42 \% ), which indicates a slight freshening of the meteoric lens to 1.5-2 g L-1. Phase 3 ( \textless 2800 yr BP) is demarcated by an increase in testate amoebae abundance (90 \% ) and diversity, including the colonization of Lagenodifflugia vas and Difflugia oblonga, with a reduction in P. simplex (10 \% ). This last faunal shift represents the initiation of modern freshwater conditions in the cave (1.5 g L-1). This final freshening is synchronous with a significant reduction in the C/N ratio (e.g., Core 2: ∼27 to 19), which suggests an expansion of primary productivity in the adjacent cenote. The $\delta$15N values ranged from 1.5 to 3.5‰ with observed cycles likely from intervals of increased terrestrial OM input into the cave during high rainfall events (e.g., hurricanes). The observed paleoenvironmental shifts in the cave correlate well with regional precipitation patterns, aquifer recharge, and storm activity caused by southward migration of the Intertropical Convergence Zone. Therefore, regional climate change impacted eastern Yucatan groundwater during the mid to late Holocene. However, decelerating Holocene sea-level rise and aquifer occlusion are likely contributing factors. These results demonstrate that underwater cave sediments and microfossils can be useful proxies for aquifer evolution and climate change. \textcopyright 2010 Elsevier Ltd."	29	19-20	2788-2798	Yes	van Hengstum2010_184.vi	English	Mexico	Aktun Ha Cave	20.274178	-87.486259	Cave Sediment	δ15N	Climate;Precipitation;Sea Level	Water	HCL	VPDB %	No										Not Reported	Not Reported	Neither	Not Reported	INTCAL04	Not Reported		Depth	Yes	1209	1209	495	39	132	5135	5	Yucatán moist forests	Tropical & Subtropical Moist Broadleaf Forests
van Hengstum2010_184	2010	"van Hengstum, P. J.; Reinhardt, E. G.; Beddows, P. A.; Gabriel, J. J."	Linkages between Holocene paleoclimate and paleohydrology preserved in a Yucatan underwater cave	Quaternary Science Reviews	10.1016/j.quascirev.2010.06.034	"Three sediment cores spanning the last 4200 years from Aktun Ha Cave on the Yucatan Peninsula (Mexico) demonstrate that underwater caves can document changes to regional hydrogeology and climate. Benthic microfossils (testate amoebae, foraminifera), organic matter geochemistry ($\delta$13C, $\delta$15N, C/N), and particle size distributions were analyzed. However, microfossil paleoecology proved the most useful for indicating three salinity phases in the Aktun Ha sediment cores. Phase 1 ( \textgreater 4300 yr BP) contains predominantly foraminifera (Physalidia simplex, 78 \% ) that indicate the meteoric lens flooding the cave was initially brackish (salinity \textgreater 3.5 g L-1). Phase 2 (2800-4300 Cal yr BP) has both freshwater testate amoebae (Centropyxis spp. 40 \% ) and P. simplex (42 \% ), which indicates a slight freshening of the meteoric lens to 1.5-2 g L-1. Phase 3 ( \textless 2800 yr BP) is demarcated by an increase in testate amoebae abundance (90 \% ) and diversity, including the colonization of Lagenodifflugia vas and Difflugia oblonga, with a reduction in P. simplex (10 \% ). This last faunal shift represents the initiation of modern freshwater conditions in the cave (1.5 g L-1). This final freshening is synchronous with a significant reduction in the C/N ratio (e.g., Core 2: ∼27 to 19), which suggests an expansion of primary productivity in the adjacent cenote. The $\delta$15N values ranged from 1.5 to 3.5‰ with observed cycles likely from intervals of increased terrestrial OM input into the cave during high rainfall events (e.g., hurricanes). The observed paleoenvironmental shifts in the cave correlate well with regional precipitation patterns, aquifer recharge, and storm activity caused by southward migration of the Intertropical Convergence Zone. Therefore, regional climate change impacted eastern Yucatan groundwater during the mid to late Holocene. However, decelerating Holocene sea-level rise and aquifer occlusion are likely contributing factors. These results demonstrate that underwater cave sediments and microfossils can be useful proxies for aquifer evolution and climate change. \textcopyright 2010 Elsevier Ltd."	29	19-20	2788-2798	Yes	van Hengstum2010_184.vii	English	Mexico	Aktun Ha Cave	20.274178	-87.486259	Cave Sediment	Foraminifera	Climate;Precipitation;Sea Level	Water	Sieving	%	No		3							Bulk organic sediment	-2350	1950	Neither	Not Reported	INTCAL04	Not Reported		Depth	Yes	1209	1209	495	39	132	5135	5	Yucatán moist forests	Tropical & Subtropical Moist Broadleaf Forests
van Hengstum2010_184	2010	"van Hengstum, P. J.; Reinhardt, E. G.; Beddows, P. A.; Gabriel, J. J."	Linkages between Holocene paleoclimate and paleohydrology preserved in a Yucatan underwater cave	Quaternary Science Reviews	10.1016/j.quascirev.2010.06.034	"Three sediment cores spanning the last 4200 years from Aktun Ha Cave on the Yucatan Peninsula (Mexico) demonstrate that underwater caves can document changes to regional hydrogeology and climate. Benthic microfossils (testate amoebae, foraminifera), organic matter geochemistry ($\delta$13C, $\delta$15N, C/N), and particle size distributions were analyzed. However, microfossil paleoecology proved the most useful for indicating three salinity phases in the Aktun Ha sediment cores. Phase 1 ( \textgreater 4300 yr BP) contains predominantly foraminifera (Physalidia simplex, 78 \% ) that indicate the meteoric lens flooding the cave was initially brackish (salinity \textgreater 3.5 g L-1). Phase 2 (2800-4300 Cal yr BP) has both freshwater testate amoebae (Centropyxis spp. 40 \% ) and P. simplex (42 \% ), which indicates a slight freshening of the meteoric lens to 1.5-2 g L-1. Phase 3 ( \textless 2800 yr BP) is demarcated by an increase in testate amoebae abundance (90 \% ) and diversity, including the colonization of Lagenodifflugia vas and Difflugia oblonga, with a reduction in P. simplex (10 \% ). This last faunal shift represents the initiation of modern freshwater conditions in the cave (1.5 g L-1). This final freshening is synchronous with a significant reduction in the C/N ratio (e.g., Core 2: ∼27 to 19), which suggests an expansion of primary productivity in the adjacent cenote. The $\delta$15N values ranged from 1.5 to 3.5‰ with observed cycles likely from intervals of increased terrestrial OM input into the cave during high rainfall events (e.g., hurricanes). The observed paleoenvironmental shifts in the cave correlate well with regional precipitation patterns, aquifer recharge, and storm activity caused by southward migration of the Intertropical Convergence Zone. Therefore, regional climate change impacted eastern Yucatan groundwater during the mid to late Holocene. However, decelerating Holocene sea-level rise and aquifer occlusion are likely contributing factors. These results demonstrate that underwater cave sediments and microfossils can be useful proxies for aquifer evolution and climate change. \textcopyright 2010 Elsevier Ltd."	29	19-20	2788-2798	Yes	van Hengstum2010_184.viii	English	Mexico	Aktun Ha Cave	20.274178	-87.486259	Cave Sediment	Foraminifera	Climate;Precipitation;Sea Level	Water	Sieving	%	No		6							Bulk organic sediment	-1470	1950	Neither	Not Reported	INTCAL04	Not Reported		Depth	Yes	1209	1209	495	39	132	5135	5	Yucatán moist forests	Tropical & Subtropical Moist Broadleaf Forests
van Hengstum2010_184	2010	"van Hengstum, P. J.; Reinhardt, E. G.; Beddows, P. A.; Gabriel, J. J."	Linkages between Holocene paleoclimate and paleohydrology preserved in a Yucatan underwater cave	Quaternary Science Reviews	10.1016/j.quascirev.2010.06.034	"Three sediment cores spanning the last 4200 years from Aktun Ha Cave on the Yucatan Peninsula (Mexico) demonstrate that underwater caves can document changes to regional hydrogeology and climate. Benthic microfossils (testate amoebae, foraminifera), organic matter geochemistry ($\delta$13C, $\delta$15N, C/N), and particle size distributions were analyzed. However, microfossil paleoecology proved the most useful for indicating three salinity phases in the Aktun Ha sediment cores. Phase 1 ( \textgreater 4300 yr BP) contains predominantly foraminifera (Physalidia simplex, 78 \% ) that indicate the meteoric lens flooding the cave was initially brackish (salinity \textgreater 3.5 g L-1). Phase 2 (2800-4300 Cal yr BP) has both freshwater testate amoebae (Centropyxis spp. 40 \% ) and P. simplex (42 \% ), which indicates a slight freshening of the meteoric lens to 1.5-2 g L-1. Phase 3 ( \textless 2800 yr BP) is demarcated by an increase in testate amoebae abundance (90 \% ) and diversity, including the colonization of Lagenodifflugia vas and Difflugia oblonga, with a reduction in P. simplex (10 \% ). This last faunal shift represents the initiation of modern freshwater conditions in the cave (1.5 g L-1). This final freshening is synchronous with a significant reduction in the C/N ratio (e.g., Core 2: ∼27 to 19), which suggests an expansion of primary productivity in the adjacent cenote. The $\delta$15N values ranged from 1.5 to 3.5‰ with observed cycles likely from intervals of increased terrestrial OM input into the cave during high rainfall events (e.g., hurricanes). The observed paleoenvironmental shifts in the cave correlate well with regional precipitation patterns, aquifer recharge, and storm activity caused by southward migration of the Intertropical Convergence Zone. Therefore, regional climate change impacted eastern Yucatan groundwater during the mid to late Holocene. However, decelerating Holocene sea-level rise and aquifer occlusion are likely contributing factors. These results demonstrate that underwater cave sediments and microfossils can be useful proxies for aquifer evolution and climate change. \textcopyright 2010 Elsevier Ltd."	29	19-20	2788-2798	Yes	van Hengstum2010_184.ix	English	Mexico	Aktun Ha Cave	20.274178	-87.486259	Cave Sediment	Foraminifera	Climate;Precipitation;Sea Level	Water	Sieving	%	No										Not Reported	Not Reported	Neither	Not Reported	INTCAL04	Not Reported		Depth	Yes	1209	1209	495	39	132	5135	5	Yucatán moist forests	Tropical & Subtropical Moist Broadleaf Forests
van Hengstum2010_184	2010	"van Hengstum, P. J.; Reinhardt, E. G.; Beddows, P. A.; Gabriel, J. J."	Linkages between Holocene paleoclimate and paleohydrology preserved in a Yucatan underwater cave	Quaternary Science Reviews	10.1016/j.quascirev.2010.06.034	"Three sediment cores spanning the last 4200 years from Aktun Ha Cave on the Yucatan Peninsula (Mexico) demonstrate that underwater caves can document changes to regional hydrogeology and climate. Benthic microfossils (testate amoebae, foraminifera), organic matter geochemistry ($\delta$13C, $\delta$15N, C/N), and particle size distributions were analyzed. However, microfossil paleoecology proved the most useful for indicating three salinity phases in the Aktun Ha sediment cores. Phase 1 ( \textgreater 4300 yr BP) contains predominantly foraminifera (Physalidia simplex, 78 \% ) that indicate the meteoric lens flooding the cave was initially brackish (salinity \textgreater 3.5 g L-1). Phase 2 (2800-4300 Cal yr BP) has both freshwater testate amoebae (Centropyxis spp. 40 \% ) and P. simplex (42 \% ), which indicates a slight freshening of the meteoric lens to 1.5-2 g L-1. Phase 3 ( \textless 2800 yr BP) is demarcated by an increase in testate amoebae abundance (90 \% ) and diversity, including the colonization of Lagenodifflugia vas and Difflugia oblonga, with a reduction in P. simplex (10 \% ). This last faunal shift represents the initiation of modern freshwater conditions in the cave (1.5 g L-1). This final freshening is synchronous with a significant reduction in the C/N ratio (e.g., Core 2: ∼27 to 19), which suggests an expansion of primary productivity in the adjacent cenote. The $\delta$15N values ranged from 1.5 to 3.5‰ with observed cycles likely from intervals of increased terrestrial OM input into the cave during high rainfall events (e.g., hurricanes). The observed paleoenvironmental shifts in the cave correlate well with regional precipitation patterns, aquifer recharge, and storm activity caused by southward migration of the Intertropical Convergence Zone. Therefore, regional climate change impacted eastern Yucatan groundwater during the mid to late Holocene. However, decelerating Holocene sea-level rise and aquifer occlusion are likely contributing factors. These results demonstrate that underwater cave sediments and microfossils can be useful proxies for aquifer evolution and climate change. \textcopyright 2010 Elsevier Ltd."	29	19-20	2788-2798	Yes	van Hengstum2010_184.x	English	Mexico	Aktun Ha Cave	20.274178	-87.486259	Cave Sediment	Grain Size Analysis	Climate;Precipitation;Sea Level	Water	Beckman-Coulter LS 230	Phi	No		3							Bulk organic sediment	-2350	1950	Neither	Not Reported	INTCAL04	Not Reported		Depth	Yes	1209	1209	495	39	132	5135	5	Yucatán moist forests	Tropical & Subtropical Moist Broadleaf Forests
van Hengstum2010_184	2010	"van Hengstum, P. J.; Reinhardt, E. G.; Beddows, P. A.; Gabriel, J. J."	Linkages between Holocene paleoclimate and paleohydrology preserved in a Yucatan underwater cave	Quaternary Science Reviews	10.1016/j.quascirev.2010.06.034	"Three sediment cores spanning the last 4200 years from Aktun Ha Cave on the Yucatan Peninsula (Mexico) demonstrate that underwater caves can document changes to regional hydrogeology and climate. Benthic microfossils (testate amoebae, foraminifera), organic matter geochemistry ($\delta$13C, $\delta$15N, C/N), and particle size distributions were analyzed. However, microfossil paleoecology proved the most useful for indicating three salinity phases in the Aktun Ha sediment cores. Phase 1 ( \textgreater 4300 yr BP) contains predominantly foraminifera (Physalidia simplex, 78 \% ) that indicate the meteoric lens flooding the cave was initially brackish (salinity \textgreater 3.5 g L-1). Phase 2 (2800-4300 Cal yr BP) has both freshwater testate amoebae (Centropyxis spp. 40 \% ) and P. simplex (42 \% ), which indicates a slight freshening of the meteoric lens to 1.5-2 g L-1. Phase 3 ( \textless 2800 yr BP) is demarcated by an increase in testate amoebae abundance (90 \% ) and diversity, including the colonization of Lagenodifflugia vas and Difflugia oblonga, with a reduction in P. simplex (10 \% ). This last faunal shift represents the initiation of modern freshwater conditions in the cave (1.5 g L-1). This final freshening is synchronous with a significant reduction in the C/N ratio (e.g., Core 2: ∼27 to 19), which suggests an expansion of primary productivity in the adjacent cenote. The $\delta$15N values ranged from 1.5 to 3.5‰ with observed cycles likely from intervals of increased terrestrial OM input into the cave during high rainfall events (e.g., hurricanes). The observed paleoenvironmental shifts in the cave correlate well with regional precipitation patterns, aquifer recharge, and storm activity caused by southward migration of the Intertropical Convergence Zone. Therefore, regional climate change impacted eastern Yucatan groundwater during the mid to late Holocene. However, decelerating Holocene sea-level rise and aquifer occlusion are likely contributing factors. These results demonstrate that underwater cave sediments and microfossils can be useful proxies for aquifer evolution and climate change. \textcopyright 2010 Elsevier Ltd."	29	19-20	2788-2798	Yes	van Hengstum2010_184.xi	English	Mexico	Aktun Ha Cave	20.274178	-87.486259	Cave Sediment	Grain Size Analysis	Climate;Precipitation;Sea Level	Water	Beckman-Coulter LS 231	Phi	No		6							Bulk organic sediment	-1470	1950	Neither	Not Reported	INTCAL04	Not Reported		Depth	Yes	1209	1209	495	39	132	5135	5	Yucatán moist forests	Tropical & Subtropical Moist Broadleaf Forests
