Unique study ID	Unique article ID	Authors	Year of publication	Title	Abstract	Journal	Volume	Pages	Study Country	Location	LatDD	LonDD	Intervention	Outcomes measured	Productivity outcome data location	Intervention started	Intervention ended or last sampled	Grazing/growing seasons sampled (years)	Grazing period per year (days)	Experimental design	Spatial replicates	Study validity (critical appraisal score)	Extra calculations performed
2021RGHL010	2021RGHL010	X. Díaz de Otálora; L. Epelde; J. Arranz; C. Garbisu; R. Ruiz; N. Mandaluniz	2021	Regenerative rotational grazing management of dairy sheep increases springtime grass production and topsoil carbon storage	"Increased traditional dairy sheep production in the Basque Country of northern Spain could substantially affect pasture soils. This type of agricultural land performs vital functions and provides essential ecosystem services. Regenerative farming practices such as rotational grazing with prolonged resting periods are designed to improve farmland soil health, while profitably delivering high-quality farm products. The aim of this study was to determine the mid-term effect of rotational grazing on soil ecosystem services and evaluate their synergies and trade-offs. A 4.5-ha experimental pasture was divided into two sections: one subjected to regenerative rotational grazing and the other to conventional rotational grazing. A flock of 135 Latxa breed dairy ewes was evenly distributed over the two areas during six consecutive years. On the conventional rotational grazing section, the sheep were allowed to feed for 6–10 d followed by a 15-d rest period. On the regenerative rotational grazing section, the sheep were allowed to feed for 1–2 d followed by a 24-d rest period. Vegetation and soil were then sampled according to a grid design. Springtime grass production was estimated by cutting the vegetation, topsoil carbon storage was determined through elemental analysis of soil organic carbon, nutrient cycling was calculated by measuring the activity of six enzymes (β-glucosidase, β-glucosaminidase, sulfatase, acid phosphatase, L-alanine aminopeptidase, and L-leucine aminopeptidase), water flow regulation was calculated using a simplified water retention index, and biodiversity was determined via 16S rRNA metabarcoding of soil prokaryotes. Regenerative rotational grazing achieved 30% higher springtime grass production and 3.6% higher topsoil carbon storage than conventional rotational grazing. The other parameters did not differ significantly between the grazing regimes. Regenerative rotational grazing reduced relative data dispersion for all ecosystem services, possibly because it supported comparatively homogeneous pasture use by livestock and avoided the negative consequences of overgrazing and undergrazing. Thus, regenerative rotational grazing might effectively improve certain soil ecosystem services without causing trade-offs to others. © 2021 The Author(s)"	Ecological Indicators	125	10748	Spain	"NEIKER, Arkaute "	42.853	-2.625	Rotational grazing	"HDM, SOC"	Table 1	2014	2019	6	182	Complete randomised block	3	High	
2021RGHL027	2021RGHL027	S. E. Orgill; J. R. Condon; M. K. Conyers; S. G. Morris; D. J. Alcock; B. W. Murphy; R. S. B. Greene	2018	"Removing grazing pressure from a native pasture decreases soil organic carbon in southern New South Wales, Australia. (Special Issue: The impact of grazing on land degradation: a common problem with many driving forces.)"	"Grazing management is a known influence of carbon accumulation in agricultural soil, but there is conflicting evidence on the extent. This study compared organic carbon and nitrogen stocks at the conclusion of a 5-year grazing trial on a fertilised native pasture in south-eastern Australia. The study included three grazing treatments: ungrazed, tactically grazed (set stocking with biannual rest periods) and cell grazed (intense stocking with frequent long rest periods). There was no influence of grazing treatment detected on pasture sward composition when averaged over seasons or on total nitrogen or bulk density. The cell grazing treatment had total carbon stock of 32.9 Mg C ha<sup>-1</sup> (SE=1.8) in the 0-0.30 m soil layer, which was a significant increase (p<0.05) relative to the ungrazed treatment at 25.6 Mg C ha<sup>-1</sup> but not statistically greater than the tactical treatment at 29.5 Mg C ha<sup>-1</sup>. There was no difference detected in labile carbon stocks to 0.30 m, which indicates that differences in soil carbon due to grazing was accumulated over the 5-year trial rather than reflecting short-term seasonal impacts. We propose that a combination of factors contributed to a greater stock of soil carbon under grazed pastures including differences in plant shoot/root allocation, root growth and root turnover with defoliation under grazing as well as lower plant productivity where grazing is excluded because of shading and nutrient tie-up. This study demonstrates removing grazing pressure may lead to lower soil carbon stocks in native pastures over time and provides evidence of the potential for grazing management to increase soil carbon in the short-term."	Land Degradation & Development	29	274-283	Australia	Berridale	-36.404	148.859	Rotational grazing	Soil organic carbon (SOC)	n/a	2005	2010	6	0	Not specified	3	Unclear	Converted SOC from stock to conc and pooled across depths
2021RGHL045	2021RGHL045	D. P. C. Stewart; A. K. Metherell	1999	Carbon (C-13) uptake and allocation in pasture plants following field pulse-labelling	"The allocation of carbon (C) to plant roots and conversion to soil organic matter is a major determinant of the size of the terrestrial C pool in pastoral ecosystems. The aim was to quantify C allocation to roots in contrasting pastoral ecosystems. Pastures on long-term research sites in Canterbury, New Zealand were pulse-labelled using (CO2)-C-13 within portable gas-tight enclosures. Sites included Winchmore (with or without superphosphate fertiliser, and with or without irrigation) and Tara Hills (low, medium or high grazing intensity with continuous or alternating grazing). Separate micro-plots were labelled in late spring, summer and autumn at Winchmore and in spring at Tara Hills. Herbage label C-13 recoveries were greatest one hour after pulse labelling and declined by 21 days, whereas in roots they were initially lower but generally continued to increase until 21 days. The greatest recoveries of C-13 in roots, one hour and 21 days after labelling, were in summer and autumn respectively. The proportion of label C-13 allocated to roots by 21 days was 0.50 in the absence of superphosphate and 0.41 in the superphosphate treatment, and was 0.39, 0.43 and 0.51 respectively in spring, summer and autumn. Irrigation had no significant effect on root allocation. The low stocking rate at Tara Hills, which had the greatest herbage biomass, also had greater total C-13, tussock herbage C-13 and root C-13 recoveries than the higher stocking rate treatments. Inter-tussock root recovery and allocation of C-13 to roots increased with increasing stocking rate, whereas tussock root allocation was greatest in the high and least in the medium stocking rate treatment. By 21 days there was a greater inter-tussock and tussock root recovery and lower inter-tussock herbage recovery in the continuous than in the alternating grazing management treatment. The root allocation was generally greater in the continuous than in alternating grazed treatments, except for tussocks one hour after labelling where the reverse was the case. In conclusion the C-13 pulse labelling showed pasture plants allocate more C to roots with low soil fertility, high grazing intensity, continuous grazing, and in autumn."	Plant and Soil	210	61-73	New Zealand	Tara Hills High Country Research Station 	-44.55	169.883	Rotational grazing	Herbage dry matter (HDM)	Table 2	1978	1996	1	168	Not specified	1	Low	Averaged yield between tussock and inter-tussock
2021RGHLsnow058	2021RGHLsnow058	"D. F. Chapman, M. R. McCaskill, P. E. Quigley, A. N. Thompson, J. F. Graham, D. Borg, J. Lamb, G. Kearney, G. R. Saul, S. G. Clark"	2003	Effects of grazing method and fertiliser inputs on the productivity and sustainability of phalaris-based pastures in Western Victoria 	"The effects of combinations of different fertiliser rates and grazing methods applied to phalaris-based pastures on an acid, saline, yellow sodosol on the Dundas Tablelands of western Victoria (mean annual rainfall 623 mm) were measured from 1997 to 2000. The objective was to help identify management systems that improve phalaris growth and persistence, water use, and animal production, and thereby the productivity and sustainability of grazing systems. Pastures were either set stocked with low [mean 6.4 kg phosphorus (P)/ha.year] or high (mean 25 kg P/ha.year) fertiliser rates, or rotationally grazed with high fertiliser (mean 25 kg P/ha.year). Rotational grazing was implemented as either a simple ‘4-paddock’ system (fixed rotation length), or a more intensive system where rotation length varied with pasture growth rate. Unreplicated paddocks of volunteer pasture (dominated by onion grass and annual grass weeds) receiving an average of 8 kg P/ha.year were also monitored. All treatments were stocked with spring-lambing Merino ewes. Stocking rate was an emergent property of each treatment, and was driven by pasture quality and availability.
Total pasture herbage accumulation ranged from 7150 to 9750 kg DM/ha.year and was significantly lower on the set-stocked, low-fertility treatment than on all other treatments. A significant treatment.day effect in the spline analysis of herbage mass was explained by a trend toward higher pasture mass in the rotationally grazed treatments than set-stocked treatments from the break of season until mid-spring. Rotational grazing led to significantly higher phalaris herbage accumulation than set stocking (mean 3680 v. 2120 kg DM/ha.year), but significantly lower subterranean clover herbage accumulation (1440 v. 2490 kg DM/ha.year). Despite the stronger growth of deep-rooted phalaris in the rotationally grazed treatments, maximum soil water deficits at the end of summer differed only slightly between treatments, with the difference between driest and wettest treatments amounting to only 14 mm. Summer growth of phalaris was apparently insufficient to generate significant differences in soil water extraction at depth, even when phalaris content was increased by rotational grazing, and re-wetting of the soil profile occurred at a similar rate for all treatments. Rotationally grazed treatments supported higher stocking rates than set-stocked treatments at high fertiliser rates (mean 14.9 v. 13.7 ewes/ha), but apparent losses in pasture feeding value due to lower legume content under rotational grazing meant that there were few significant differences between treatments in lamb production per hectare.
The experiment showed that grazing method can have a substantial and rapid effect on pasture botanical composition. There are clear opportunities for producers to use temporal and spatial combinations of set stocking and rotational grazing to manipulate herbage mass and pasture composition within broad target ranges for achieving both animal production (e.g. high per-head animal performance) and sustainability (e.g. persistence of perennial grasses) objectives. Rigid application of either set stocking or rotational grazing imposes limitations on both pasture and animal production, and neither grazing method will optimise system performance under all conditions. The experiment also demonstrated that management and land-use changes that have much greater potential to increase water use than those examined here will be needed to ensure the sustainability of pasture systems in the high rainfall zone of western Victoria."	Australian Journal of Experimental Agriculture 	43	785-798	Australia	"Vasey, Victoria"	-37.4	141.917	Rotational grazing	"HDM, LWG"	"Table 5, Table 3 (Graham et al. 2003)"	1997	2001	4	365	Randomised block	3	High	Weighted average stocking density across 3 years. Converted annual liveweight change (kg/ha) to daily liveweight gain (g/day)
2021RGHLsnow059a	2021RGHLsnow059	"P. M. Dowling, D. R. Kemp, P. D. Ball, C. M. Langford, D. L. Michalk, G. D. Millar, P. C. Simpson and R. P. Thompson"	2005	Effect of continuous and time-control grazing on grassland components in south-eastern Australia. 	"Declining grassland productivity is a major concern in southern temperate Australia. Continuous grazing is thought to be a primary contributor to this decline, which is associated with the loss of perennial grasses. Landholders are evaluating grazing management strategies that might curb the loss of perennials and increase long-term productivity. This study reports on a comparison between continuous grazing and time-control grazing with sheep and cattle using a paired-paddock design at 5 locations in south-eastern Australia (lat. 30–42°S) over 6 years (1994–99). Pasture herbage mass, grassland species composition and basal cover of perennial grasses were assessed at 6-monthly intervals. Species abundance data were analysed by ANOVA, ordination (multi-dimensional scaling) and splining procedures to assess comparative trends between the 2 management treatments at each site. Species were categorised into major functional groups for analysis. Over all 5 sites there were few consistent differences between management treatments (continuous grazing v. time-control grazing). Basal cover was greater on the time-control grazing management compared with continuous grazing for most of the experimental period at 3 sites, but the initial values were also greater, resulting in a non-significant management × time interaction. Based on this study, we conclude that there was no apparent medium-term benefit of a multi-paddock rotational (time-control grazing) grazing system over continuous grazing for encouraging and maintaining a favourable botanical composition. The benefits for land managers from employing systems such as time-control grazing may accrue through other mechanisms. The study also highlights some of the difficulties with conducting on-farm paired-paddock research"	Australian Journal of Experimental Agriculture	45	369-382	Australia	Guyra	-30.25	151.8	Rotational grazing	Herbage dry matter (HDM)	Table 5	1994	1999	6	365	Purposive	1	Low	"Averaged yield across all measurements taken, in separate excel spreadsheet"
2021RGHLsnow059b	2021RGHLsnow059	"P. M. Dowling, D. R. Kemp, P. D. Ball, C. M. Langford, D. L. Michalk, G. D. Millar, P. C. Simpson and R. P. Thompson"	2005	Effect of continuous and time-control grazing on grassland components in south-eastern Australia. 	"Declining grassland productivity is a major concern in southern temperate Australia. Continuous grazing is thought to be a primary contributor to this decline, which is associated with the loss of perennial grasses. Landholders are evaluating grazing management strategies that might curb the loss of perennials and increase long-term productivity. This study reports on a comparison between continuous grazing and time-control grazing with sheep and cattle using a paired-paddock design at 5 locations in south-eastern Australia (lat. 30–42°S) over 6 years (1994–99). Pasture herbage mass, grassland species composition and basal cover of perennial grasses were assessed at 6-monthly intervals. Species abundance data were analysed by ANOVA, ordination (multi-dimensional scaling) and splining procedures to assess comparative trends between the 2 management treatments at each site. Species were categorised into major functional groups for analysis. Over all 5 sites there were few consistent differences between management treatments (continuous grazing v. time-control grazing). Basal cover was greater on the time-control grazing management compared with continuous grazing for most of the experimental period at 3 sites, but the initial values were also greater, resulting in a non-significant management × time interaction. Based on this study, we conclude that there was no apparent medium-term benefit of a multi-paddock rotational (time-control grazing) grazing system over continuous grazing for encouraging and maintaining a favourable botanical composition. The benefits for land managers from employing systems such as time-control grazing may accrue through other mechanisms. The study also highlights some of the difficulties with conducting on-farm paired-paddock research"	Australian Journal of Experimental Agriculture	45	369-382	Australia	Armidale	-30.383	151.267	Rotational grazing	Herbage dry matter (HDM)	Table 5	1993	1997	4	365	Purposive	1	Low	"Averaged yield across all measurements taken, in separate excel spreadsheet"
2021RGHLsnow059c	2021RGHLsnow059	"P. M. Dowling, D. R. Kemp, P. D. Ball, C. M. Langford, D. L. Michalk, G. D. Millar, P. C. Simpson and R. P. Thompson"	2005	Effect of continuous and time-control grazing on grassland components in south-eastern Australia. 	"Declining grassland productivity is a major concern in southern temperate Australia. Continuous grazing is thought to be a primary contributor to this decline, which is associated with the loss of perennial grasses. Landholders are evaluating grazing management strategies that might curb the loss of perennials and increase long-term productivity. This study reports on a comparison between continuous grazing and time-control grazing with sheep and cattle using a paired-paddock design at 5 locations in south-eastern Australia (lat. 30–42°S) over 6 years (1994–99). Pasture herbage mass, grassland species composition and basal cover of perennial grasses were assessed at 6-monthly intervals. Species abundance data were analysed by ANOVA, ordination (multi-dimensional scaling) and splining procedures to assess comparative trends between the 2 management treatments at each site. Species were categorised into major functional groups for analysis. Over all 5 sites there were few consistent differences between management treatments (continuous grazing v. time-control grazing). Basal cover was greater on the time-control grazing management compared with continuous grazing for most of the experimental period at 3 sites, but the initial values were also greater, resulting in a non-significant management × time interaction. Based on this study, we conclude that there was no apparent medium-term benefit of a multi-paddock rotational (time-control grazing) grazing system over continuous grazing for encouraging and maintaining a favourable botanical composition. The benefits for land managers from employing systems such as time-control grazing may accrue through other mechanisms. The study also highlights some of the difficulties with conducting on-farm paired-paddock research"	Australian Journal of Experimental Agriculture	45	369-382	Australia	Newbridge	-33.6	149.333	Rotational grazing	Herbage dry matter (HDM)	Table 5	1994	1999	6	365	Purposive	1	Low	"Averaged yield across all measurements taken, in separate excel spreadsheet"
2021RGHLsnow059d	2021RGHLsnow059	"P. M. Dowling, D. R. Kemp, P. D. Ball, C. M. Langford, D. L. Michalk, G. D. Millar, P. C. Simpson and R. P. Thompson"	2005	Effect of continuous and time-control grazing on grassland components in south-eastern Australia. 	"Declining grassland productivity is a major concern in southern temperate Australia. Continuous grazing is thought to be a primary contributor to this decline, which is associated with the loss of perennial grasses. Landholders are evaluating grazing management strategies that might curb the loss of perennials and increase long-term productivity. This study reports on a comparison between continuous grazing and time-control grazing with sheep and cattle using a paired-paddock design at 5 locations in south-eastern Australia (lat. 30–42°S) over 6 years (1994–99). Pasture herbage mass, grassland species composition and basal cover of perennial grasses were assessed at 6-monthly intervals. Species abundance data were analysed by ANOVA, ordination (multi-dimensional scaling) and splining procedures to assess comparative trends between the 2 management treatments at each site. Species were categorised into major functional groups for analysis. Over all 5 sites there were few consistent differences between management treatments (continuous grazing v. time-control grazing). Basal cover was greater on the time-control grazing management compared with continuous grazing for most of the experimental period at 3 sites, but the initial values were also greater, resulting in a non-significant management × time interaction. Based on this study, we conclude that there was no apparent medium-term benefit of a multi-paddock rotational (time-control grazing) grazing system over continuous grazing for encouraging and maintaining a favourable botanical composition. The benefits for land managers from employing systems such as time-control grazing may accrue through other mechanisms. The study also highlights some of the difficulties with conducting on-farm paired-paddock research"	Australian Journal of Experimental Agriculture	45	369-382	Australia	Tarago	-35.067	149.65	Rotational grazing	Herbage dry matter (HDM)	Table 5	1993	1999	6	365	Purposive	1	Low	"Averaged yield across all measurements taken, in separate excel spreadsheet"
2021RGHLsnow059e	2021RGHLsnow059	"P. M. Dowling, D. R. Kemp, P. D. Ball, C. M. Langford, D. L. Michalk, G. D. Millar, P. C. Simpson and R. P. Thompson"	2005	Effect of continuous and time-control grazing on grassland components in south-eastern Australia. 	"Declining grassland productivity is a major concern in southern temperate Australia. Continuous grazing is thought to be a primary contributor to this decline, which is associated with the loss of perennial grasses. Landholders are evaluating grazing management strategies that might curb the loss of perennials and increase long-term productivity. This study reports on a comparison between continuous grazing and time-control grazing with sheep and cattle using a paired-paddock design at 5 locations in south-eastern Australia (lat. 30–42°S) over 6 years (1994–99). Pasture herbage mass, grassland species composition and basal cover of perennial grasses were assessed at 6-monthly intervals. Species abundance data were analysed by ANOVA, ordination (multi-dimensional scaling) and splining procedures to assess comparative trends between the 2 management treatments at each site. Species were categorised into major functional groups for analysis. Over all 5 sites there were few consistent differences between management treatments (continuous grazing v. time-control grazing). Basal cover was greater on the time-control grazing management compared with continuous grazing for most of the experimental period at 3 sites, but the initial values were also greater, resulting in a non-significant management × time interaction. Based on this study, we conclude that there was no apparent medium-term benefit of a multi-paddock rotational (time-control grazing) grazing system over continuous grazing for encouraging and maintaining a favourable botanical composition. The benefits for land managers from employing systems such as time-control grazing may accrue through other mechanisms. The study also highlights some of the difficulties with conducting on-farm paired-paddock research"	Australian Journal of Experimental Agriculture	45	369-382	Australia	Oatlands	-42.3	147.367	Rotational grazing	Herbage dry matter (HDM)	Table 5	1996	1999	4	365	Purposive	1	Low	"Averaged yield across all measurements taken, in separate excel spreadsheet"
2021RGHLsnow061	2021RGHLsnow061	B.E. Allan	1997	Grazing management of oversown tussock country 3. Effects on liveweight and wool growth of Merino wethers	"The liveweight performance, wool production, and wool characteristics of Merino wethers under nine different grazing management regimes for oversown tussock pasture on a steep (30°), south-east facing hillside (760-930 m altitude, 500 mm annual rainfall) in New Zealand was measured for six consecutive years. Continuous stocking, alternating (two paddock), and rotational (six paddock) grazing were each compared at low, medium, and high stocking rates (1.9, 3.0, and 4.1 SU/ha/year, respectively). By the sixth year, alternating grazing at the medium stocking rate gave maximum liveweight gain/ha. An interaction was demonstrated, with advantage to alternating and rotational grazing over continuous stocking strengthening with increasing stocking rate. Liveweight gain for alternating and rotational grazing was similar at all stocking rates, showing an advantage in animal performance over that from continuous stocking can be achieved with a minimal amount of subdivision fencing. The advantage to alternating and rotational grazing over continuous stocking was most obvious during late spring/early summer, suggesting that in practical terms runholders need to consider such management for ewes in late lactation with lambs still at foot. Wool growth/ha increased linearly with increased stocking rate, with advantage to alternating and rotational grazing evident at high stocking rates. In contrast to the lowland experience with Romneys, the rate of Merino wool growth declined as the grazing season progressed. Fibre diameter was 1.5 μm less at the high than at the low stocking rate. Practical application is discussed, with emphasis on achieving a realistic balance between objectives to maximise wool production and those to sustain pasture production and maintain desired
animal liveweight."	New Zealand Journal of Agricultural Research	40		New Zealand	Tara Hills High Country Research Station	-44.55	169.883	Rotational grazing	"LWG, WG"	Table 2&4	1978	1984	6	182	Randomised	1	Low	Convert liveweight gain from kg/head to g/day
2021RGHLsnow067	2021RGHLsnow067	"R.G. Pulido, J.D. Leaver"	2003	"Continuous and rotational grazing of dairy cows – the interactions of grazing system with level of milk yield, sward height and concentrate level"	"An experiment was conducted to test the hypothesis that for cows with high levels of milk yield, rotational grazing produces higher milk yields than continuous grazing. The comparison of grazing systems was made at two levels of milk yield (initially 20Æ3 and 32Æ5 kg d)1), and interactions with sward height and concentrate level were also examined. The study used 48 multipa- rous Holstein Friesian cows over a period of 62 d. Mean milk yield, its persistency and composition, live weight, body condition score and liveweight gain were not significantly affected by grazing system at either level of milk yield. There were no significant interactions between grazing system and sward height or concen- trate level for any milk production measurement. Mean estimated herbage and total dry matter (DM) intake (P < 0Æ01), grazing time (P < 0Æ05) and ruminating time (P < 0Æ01) were significantly greater on the continuous grazing system. The cows in the higher milk yield group and those grazed at the higher sward height had a significantly (P < 0Æ05) higher estimated daily herbage DM intake and rate of herbage intake on the contin- uous grazing system than those on the rotational grazing system. There was no evidence to support the hypothesis that rotational grazing systems support higher levels of milk production than continuous grazing for cows of high milk yield. The shorter grazing time on the rotational grazing system indicated that cows may anticipate the timing of the daily movement of the electric fence, and this reduces their time spent grazing residual herbage."	Grass and Forage Science	58	265-275	England	Wye Dairy Research Unit	51.183	0.933	Rotational grazing	Milk yield (MY)	Table 3	1996	1996	1	62	Randomised	1	Low	
2021RGHLsnow077	2021RGHLsnow077	A. Conway	1963	Effect of grazing management on beef production. I. Comparison of three systems of grazing 	"Three systems of grazing management (continuous grazing, ten-paddock rotational grazing and daily strip grazing) were compared using beef cattle at 1.5 cattle beasts per acre. The experiment started in early April with twelve cattle on each treatment. These were replaced in early August by twelve lighter cattle which remained on the experiment until late October for rotational and continuous grazing treatments, and until early November for the strip grazing treatment.
Surplus herbage was cut from twenty percent of the rotational and forty percent of the strip grazing area. No attempt was made to cut surplus herbage from the continuous grazing area because of the difficulty of ascertaining when surplus material was available. Yield of surplus herbage was
three times greater from the strip grazing area than from the rotational area. The system of grazing had no significant effect on total liveweight production per animal or per acre for the whole grazing season. Following cutting for conservation liveweight gain of strip grazing cattle was significantly
lower than that of either the continuous or the rotationally grazed cattle. From August until the end of the grazing season the performance of the strip grazing cattle was significantly better than that of the other treatments. No significant difference was detected between the performance of the continuous and rotationally grazed cattle during this period."	Irish Journal of Agricultural Research 	2	87-94	Ireland	Warrenstown Agricultural College	53.62	-6.86	Rotational grazing	Liveweight gain (LWG)	Tables 2&4	1959	1959	1	210	Randomised/blocked	1	Low	"Averaged yield across measurement intervals (weighted by standard errors and days per interval), convert Ib/day to g/day"
2021RGHLsnow078	2021RGHLsnow078	A. Conway	1963	Effect of grazing management on beef production. II. Comparison of three stocking rates under two systems of grazing. 	"
The objects of the experiment described were to ascertain the effect of increasing the stocking inten sity, and also the effects of two systems of grazing management on the performance of beef animals and on liveweight production per acre. Three stocking rates, 1.0, 1.75 and 2.5 cattle per acre on both rotational (10 paddock) and continuous grazing systems were compared for three grazing seasons.
The major results may be summarised as follows:
System of grazing had no significant effect on animal performance at the low and medium stocking rates. At the high stocking rate there was a significant increase in animal performance in favour of the rotational system in 1960 and 1961.
Increasing the stocking rate from low to medium caused a depression in animal performance which
was significant only under the continuous grazing system in 1960 and 1961. Increasing stocking rate from low to high caused highly significant decreases for all three seasons under both grazing systems. Increasing stocking rate from low to medium caused increases in liveweight gain per acre, varying from 23 to 74 percent under both grazing systems for the three years. By increasing stocking rate from medium to high, under the rotational grazing system, there was an increase of 38 percent in liveweight gain per acre for the 1960 grazing season when young light animals were used. In 1961 and 1962, when heavier older animals were used, there was no increase in the liveweight gain per acre.
Under the continuous system, increasing stocking rate from medium to high, increased liveweight production per acre in 1960, but depressed it in 1961 and 1962.
Stocking rate was a more important factor in increasing production per acre than system of grazing. Surplus herbage was cut from five treatments in 1960 and two treatments in 1961."	Irish Journal of Agricultural Research 	2	243-258	Ireland	"Animal Production Division, Dunsany"	53.519	-6.657	Rotational grazing	Liveweight gain (LWG)	"Tables 1,3&5"	1960	1962	3	182	Randomised factorial	1	Low	Averaged yield across years (weighted by standard error) and converted from livweight gain (Ib) to DLWG (g/day)
2021RGHLsnow079	2021RGHLsnow079	"G.M.J. Horton, W. Holmes"	1974	"The effect of nitrogen, stocking rate and grazing method on the output of pasture grazed by beef cattle. "	"An experiment was conducted in 1971 and 1972 to study the effects of two levels of fertilizer N (50 and 504 kg/ha) on the productivity of pastures grazed hy young heef cattle. Two stocking rates were imposed at the lower N level and three at the higher. In addition to rotational grazing, set- stocking and an integrated grazing-conservation system were included. The responses/kg N were approximately 1 kg liveweight gain, 19-24 Meal ME and 8-9 kg DM. Maximum yields of 1200- 1300 kg liveweight gain/ha and 25,000-27,000 Meal M£/ha were recorded. Productivity of set- stocked pasture was similar to rotational grazing at the high N level, hut lower at low N. The inte- grated system yielded comparahle results to high-N rotational grazing. Performances and herhage intakes per animal reflected the stocking rates imposed."	Journal of the British Grassland Society	29	93-99	England	"Wye College, Ashford"	51.183	0.933	Rotational grazing	Liveweight gain (LWG)	Table 6&7	1971	1972	2	168	Randomised	1	Low	
2021RGHLsnow080	2021RGHLsnow080	"J.M. Hayman, D.J. Saville"	1981	Comparison of rotational grazing with set stocking of ewes and lambs in spring on irrigated pasture in Canterbury	"Rotational grazing was compared with set stocking of ewes rearing single lambs from the end of lambing (late September) to weaning (early December). The comparison was made over 3 years (1973, 1974,and 1975) at 24 and 28 ewes per ha, and for two of these years (1973 and 1975), was extended to include 32 ewes per ha. Rotationally-grazed ewes gained more weight than set-stocked ewes from the end of lambing to weaning, with a mean difference over 3 years of 3.4 and 5.7 kg per head at 24 and 28 ewes per ha respectively. (In the two years when the 32 ewes per ha stocking rate was included,the mean difference was 4.2 kg per head, the same as 24 ewes per ha in those years). Rotationally-grazed pasture averaged 700 kg.ha-1more standing dry matter at weaning than set-stocked pasture (3 year mean at 24 and 28 ewes per ha). Lamb liveweight gain to weaning was similar under rotational grazing and set stocking, but decreased from 17.2 to 15.9 kg per lamb when the stocking rate increased from 24 to 28 per ha. Total lamb liveweight gain per ha increased from 413 kg at 24 ewes per ha to 445 kg at 28 ewes per ha."	New Zealand Journal of Experimental Agriculture	9	11-16	New Zealand	"Templeton Research Station, Christchurch"	-43.539	172.464	Rotational grazing	Liveweight gain (LWG)	Table 2	1973	1975	3	70	Randomised	1	Low	
2021RGHLsnow081	2021RGHLsnow081	"C.P. McMeekan, M.J. Walshe"	1963	The inter-relationships of grazing method and stocking rate in the efficiency of pasture utilization by dairy cattle		Journal of Agricultural Science	61	147-166	New Zealand	"Ruakura Animal Research Station (now AgResearch Ruakura Research Centre), Hamilton"	-37.774	175.309	Rotational grazing	Milk yield (MY)	Table 12	1957	1961	4	365	Blocked	1	Low	Average stocking density over study duration and convert from acres/cow to cow/acre. Average milk yield over 4 years and convert from Ib to kg/day
2021RGHLsnow082	2021RGHLsnow082	"G.G. Robinson, I.H. Simpson"	1975	The effect of stocking rate on animal production from continuous and rotational grazing systems 	"Liveweight and wool production data are presented from a grazing management experiment in which continuous stocking was compared with a Tour-paddock rotational system at three stocking rates on a sown pasture. Significant difTerences were recorded in liveweight and wool production between stocking rates. The overall efTcct of management was non-significant but its interaction with stocking rate and year were both significant. At the intermediate stocking rate (8 wethers/ac, 20 wetfiers/ha) increases in both livewcighl and wool production were recorded for the rotational management system; in this treatment there was also less need for supplementary feeding. Greater wool production was recorded from the continuously grazed treatments at both the high and the low stocking rates but there was little effect on liveweight or the need for supplementary feeding."	Journal of the British Grassland Society	30	327-332	Australia	Shannon Vale Nutrition Station	-29.736	151.866	Rotational grazing	Wool growth (WG)	Table 1	1964	1968	4	365	Factorial	2	High	
2021RGHLsnow093	2021RGHLsnow093	"M.E. Castle, J.N. Watson"	1975	Further comparisons between a rigid rotational ‘Wye College’ system and other systems of grazing for milk production 	"In two 20-week grazing experiments, a rigid rotational system of grazing termed the 'Wye College' system was compared with a flexible paddock-grazing system in 1972 and with strip grazing and set-stocking in 1973. Eight spring- calved Ayrshire cows were used on each treatment at a stocking rate of 5 cows/ha (2 cows/ac). The mean daily milk yields per cow were 17-7 and 17-0 kg (39-0 and 37-5 Ib) on the Wye College and the paddock systems, respectively, in 1972; and 17-9, 17-7 and 16 4 kg (394, 38-9 and 36-2 Ib) on the Wye College, strip, and set-stocking systems in 1973. The average annual output of milk varied from 11,500 kg/ha (1030 gal/ac) on the set- stocking system to 12,500 kg/ha (1120 gal/ac) on the Wye College system, but none of the differences was significant. The most rapid decline in daily milk yield occurred on the set-stocking system in August and September as the amount of available herbage declined. This system requires further investigation. It is concluded that the Wye College system, with its rigid and pre-determined grazing cycle was as effective as either a one-day paddock or a daily strip-grazing system in producing high yields of milk."	Journal of the British Grassland Society	30	1-6	Scotland	"Hannah Research Institute, Ayr"	55.481	-4.577	Rotational grazing	Milk yield (MY)	Table 2	1973	1973	1	140	Randomised block	1	Low	
