Resource Type	Continent	Country	LatDD	LonDD	Division Tags	Unit Tags	Link	Title	Description	Member	Date
Event	Asia	India	28.64	77.22	Division 6 – Social Aspects of Forests and Forestry;Division 1 – Silviculture		https://www.scopus.com/inward/record.uri?eid=2-s2.0-53249119008&doi=10.1016%2fj.enpol.2008.06.016&partnerID=40&md5=d56b898393540d6c220636bc7ea0832a; https://www.sciencedirect.com/science/article/pii/S0301421508003029?via%3Dihub	The household energy transition in India and China	"Cooking energy demand in Afghanistan has mostly fulfilled by traditional energy sources despite availability of health and environment friendly clean energy options internationally. Understanding the determinants of household cooking fuel choice either to prefer clean or traditional energy sources is therefore important to identify policy options for clean energy promotion. For this, a nationally representative household information using Afghanistan Demographic and Household Survey 2015 is analyzed using multinomial logistic regression model. The results show that residence in urban areas, availability of electricity, higher household wealth, high education, married status and separate cooking place positively affect choice of liquefied petroleum-gas as compared to traditional fuels; whereas large family size and aged household head indeed have positive linkages on probability of choosing animal dung as cooking fuel. Robustness of the results shows that wealthy households are more likely to use liquefied petroleum gas and fuel wood compared to poor households, therefore confirm priority for wealth generation. For motivating the rural households to use clean-cooking-fuel, government and other cohorts should put effort on increasing affordability of rural households to clean energy sources through provision and employment opportunities, improving access to electricity and creating awareness about the health and environmental benefits of clean energy."		2008
Research	Asia	China	39.9	116.4	Division 7 – Forest Health;Division 9 – Forest Policy and Economics		https://www.scopus.com/inward/record.uri?eid=2-s2.0-53249119008&doi=10.1016%2fj.enpol.2008.06.016&partnerID=40&md5=d56b898393540d6c220636bc7ea0832a; https://www.sciencedirect.com/science/article/pii/S0301421508003029?via%3Dihub	The household energy transition in India and China	"Both India and China are countries in energy transition. This paper compares the household energy transitions in these nations through the analysis of both aggregate statistics and nationally representative household surveys. The two countries differ sharply in several respects. Residential energy consumption in China is twice that in India, in aggregate terms. In addition, Chinese households have almost universal access to electricity, while in India almost half of rural households and 10% of urban households still lack access. On aggregate, urban households in China also derive a larger share of their total energy from liquid fuels and grids (77%) as compared to urban Indian households (65%). Yet, at every income level, Indians derive a slightly larger fraction of their total household energy needs from liquid and grid sources of energy than Chinese with comparable incomes. Despite these differences, trends in energy use and the factors influencing a transition to modern energy in both nations are similar. Compared with rural households, urban households in both nations consume a disproportionately large share of commercial energy and are much further along in the transition to modern energy. However, total energy consumption in rural households exceeds that in urban households, because of a continued dependence on inefficient solid fuels, which contribute to over 85% of rural household energy needs in both countries. In addition to urbanisation, key drivers of the transition in both nations include income, energy prices, energy access and local fuel availability. ‚Äö√†√∂¬¨¬•¬¨¬®¬¨¬© 2008 Elsevier Ltd. All rights reserved."		2008
Research	Asia	China	39.91	116.42	Division 8 – Forest Environment		http://www.emeraldinsight.com/info/journals/meq/meq.jsp	Analyzing impacts of bioenergy expansion in China using strategic environmental assessment	"Both India and China are countries in energy transition. This paper compares the household energy transitions in these nations through the analysis of both aggregate statistics and nationally representative household surveys. The two countries differ sharply in several respects. Residential energy consumption in China is twice that in India, in aggregate terms. In addition, Chinese households have almost universal access to electricity, while in India almost half of rural households and 10% of urban households still lack access. On aggregate, urban households in China also derive a larger share of their total energy from liquid fuels and grids (77%) as compared to urban Indian households (65%). Yet, at every income level, Indians derive a slightly larger fraction of their total household energy needs from liquid and grid sources of energy than Chinese with comparable incomes. Despite these differences, trends in energy use and the factors influencing a transition to modern energy in both nations are similar. Compared with rural households, urban households in both nations consume a disproportionately large share of commercial energy and are much further along in the transition to modern energy. However, total energy consumption in rural households exceeds that in urban households, because of a continued dependence on inefficient solid fuels, which contribute to over 85% of rural household energy needs in both countries. In addition to urbanisation, key drivers of the transition in both nations include income, energy prices, energy access and local fuel availability. ‚Äö√†√∂¬¨¬•¬¨¬®¬¨¬© 2008 Elsevier Ltd. All rights reserved."		2007
Research	Asia	India	13.012	77.6	Division 9 – Forest Policy and Economics		http://www.mdpi.com/2071-1050/4/3/341/; https://res.mdpi.com/d_attachment/sustainability/sustainability-04-00341/article_deploy/sustainability-04-00341.pdf	Introducing modern energy services into developing countries: the role of local community socio-economic structures	"The methodologies and activities taken to assess the environmental impacts of a $33 million pilot project were examined. The Asian Develoment Bank biogas utilization project has supported construction of over 7500 biogas digesters in more than 140 rural villages. Additional 10 000 biogas digesters are programmed as well as significant investments in biogas production through large-scale animal agribusinesses. The latter will be supported through investments utilizing the Clean Development Mechanism. This paper looks at the project's Initial Environmental Examination undertaken at appraisal, assesses the ongoing energy and environmental monitoring plan currently under way, and examines the potential for the use of Strategic Environmental Assessment (SEA) for integrating environmental policy considerations on a regional or provincial level in China. Improved technologies for application of renewable energy - in particular successful application and adoption of biogas digesters at the village level - offer the potential to promote sustainable, cost-effective growth in agriculture with concurrent positive environmental impacts. Based on the relative success of ongoing efforts to promote the adoption of biomass technology, a significant expansion of the bioenergy programme is under consideration by the Ministry of Agriculture. The case study suggests that there is potential for use of SEA as a tool for the establishment of regional or provincial environmental priorities by taking account of information on the economic, social and environmental benefits, and costs and risks of adopting a national strategy for biomass utilization.."		2012
Research	South America	Peru	-7.16	-78.51	Division 1 – Silviculture;Division 4 – Forest Assessment, Modelling and Management ;Division 5 – Forest Products		http://www.mdpi.com/2071-1050/4/3/341/; https://res.mdpi.com/d_attachment/sustainability/sustainability-04-00341/article_deploy/sustainability-04-00341.pdf	Introducing modern energy services into developing countries: the role of local community socio-economic structures	"Sustainable energy technologies are widely sought-after as essential elements in facing global challenges such as energy security, global warming and poverty reduction. However, in spite of their promising advantages, sustainable energy technologies make only a marginal contribution to meeting energy related needs in both industrialised and developing countries, in comparison to the widespread use of unsustainable technologies. One of the most significant constraints to their adoption and broad diffusion is the socio-economic context in which sustainable energy technologies are supposed to operate. The same holds true for community-based energy projects in developing countries supported by the WISIONS initiative. Practical strategies dealing with these socio-economic challenges are crucial elements for project design and, particularly, for the implementation of project activities. In this paper experiences from implementing community-based projects are reviewed in order to identify the practical elements that are relevant to overcome socio-economic challenges. In order to systematise the findings, an analytical framework is proposed, which combines analytical tools from the socio-technical transition framework and insights from participative approaches to development."		2012
Research	Asia	Laos	19.45	103.19	Division 2 – Physiology and Genetics;Division 6 – Social Aspects of Forests and Forestry;Division 7 – Forest Health		http://www.mdpi.com/2071-1050/4/3/341/; https://res.mdpi.com/d_attachment/sustainability/sustainability-04-00341/article_deploy/sustainability-04-00341.pdf	Introducing modern energy services into developing countries: the role of local community socio-economic structures	"Sustainable energy technologies are widely sought-after as essential elements in facing global challenges such as energy security, global warming and poverty reduction. However, in spite of their promising advantages, sustainable energy technologies make only a marginal contribution to meeting energy related needs in both industrialised and developing countries, in comparison to the widespread use of unsustainable technologies. One of the most significant constraints to their adoption and broad diffusion is the socio-economic context in which sustainable energy technologies are supposed to operate. The same holds true for community-based energy projects in developing countries supported by the WISIONS initiative. Practical strategies dealing with these socio-economic challenges are crucial elements for project design and, particularly, for the implementation of project activities. In this paper experiences from implementing community-based projects are reviewed in order to identify the practical elements that are relevant to overcome socio-economic challenges. In order to systematise the findings, an analytical framework is proposed, which combines analytical tools from the socio-technical transition framework and insights from participative approaches to development."		2012
Research	Africa	Tanzania	-1.85	31.13	Division 3 – Forest Operations Engineering and Management		http://www.mdpi.com/2071-1050/4/3/341/; https://res.mdpi.com/d_attachment/sustainability/sustainability-04-00341/article_deploy/sustainability-04-00341.pdf	Introducing modern energy services into developing countries: the role of local community socio-economic structures	"Sustainable energy technologies are widely sought-after as essential elements in facing global challenges such as energy security, global warming and poverty reduction. However, in spite of their promising advantages, sustainable energy technologies make only a marginal contribution to meeting energy related needs in both industrialised and developing countries, in comparison to the widespread use of unsustainable technologies. One of the most significant constraints to their adoption and broad diffusion is the socio-economic context in which sustainable energy technologies are supposed to operate. The same holds true for community-based energy projects in developing countries supported by the WISIONS initiative. Practical strategies dealing with these socio-economic challenges are crucial elements for project design and, particularly, for the implementation of project activities. In this paper experiences from implementing community-based projects are reviewed in order to identify the practical elements that are relevant to overcome socio-economic challenges. In order to systematise the findings, an analytical framework is proposed, which combines analytical tools from the socio-technical transition framework and insights from participative approaches to development."		2012
Research	Asia	Afganistan	34.55	69.2	Division 4 – Forest Assessment, Modelling and Management 		https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650828378&doi=10.2166%2fwh.2010.121&partnerID=40&md5=3ae7845b5381e17ee393d7863a3c68a6; https://watermark.silverchair.com/687.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAgswggIHBgkqhkiG9w0BBwagggH4MIIB9AIBADCCAe0GCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMccMaDaV3YnSPmTa3AgEQgIIBvpvuihYb5plIS3A3rC_DFeNI0V5KtECUjbCf53xi6_kzbtigthc__ztVDgR-Nfu0RA14JYRowUX18IiVnG39ZAlkw608Jri--Ep2TgryjTbjcjY98okZ6YZH49bxXdxogK0ENwJvueuELw0bdlbj79YGwFzIWNyRgkM3DpUHmqc90YhS1J5HXV4n_l5A11_cVO2NQCqK5AHKxnLXDFhq9nLMQfvfBW_7rivbQHvB2Zl5hnyFXlKoemNFdFNsjVWh9m7oNswVno-7sSq_QpssnL9sOpCvJY3--PN8MdmSxxoja0mUmpGBmimCySPrh6njNUsRw96zpvJypiANIbrLrKDqhTE3uRBR2_9s2Nh1LRNJEAOzdJV3-3FWzAVO0Le5WPLdicXa8lyjKezIPG9Ca9SersGCqUhBixq2L5KZIS9ieuqIdWvIS0fWqjKAplkD8RoFTibBYf43Q4OGa9eG0yY8szxiQW1MMgq523WfBOkNfMY9_JcEJJiuFls9O_Bn2gD2YB5Qpa__DxjYmu1EVlh_kCY0QI2x4wzJqGQh00YQR-3UFw-ISC7_uliEm4bMApO0HlsFvsx4ZNdCVKaI	Water and hygiene interventions to reduce diarrhoea in rural Afghanistan: A randomized controlled study	"Sustainable energy technologies are widely sought-after as essential elements in facing global challenges such as energy security, global warming and poverty reduction. However, in spite of their promising advantages, sustainable energy technologies make only a marginal contribution to meeting energy related needs in both industrialised and developing countries, in comparison to the widespread use of unsustainable technologies. One of the most significant constraints to their adoption and broad diffusion is the socio-economic context in which sustainable energy technologies are supposed to operate. The same holds true for community-based energy projects in developing countries supported by the WISIONS initiative. Practical strategies dealing with these socio-economic challenges are crucial elements for project design and, particularly, for the implementation of project activities. In this paper experiences from implementing community-based projects are reviewed in order to identify the practical elements that are relevant to overcome socio-economic challenges. In order to systematise the findings, an analytical framework is proposed, which combines analytical tools from the socio-technical transition framework and insights from participative approaches to development."		2010
Research	Asia	Afganistan	34.55	69.2	Division 5 – Forest Products;Division 7 – Forest Health		https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650828378&doi=10.2166%2fwh.2010.121&partnerID=40&md5=3ae7845b5381e17ee393d7863a3c68a6; https://watermark.silverchair.com/687.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAgswggIHBgkqhkiG9w0BBwagggH4MIIB9AIBADCCAe0GCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMccMaDaV3YnSPmTa3AgEQgIIBvpvuihYb5plIS3A3rC_DFeNI0V5KtECUjbCf53xi6_kzbtigthc__ztVDgR-Nfu0RA14JYRowUX18IiVnG39ZAlkw608Jri--Ep2TgryjTbjcjY98okZ6YZH49bxXdxogK0ENwJvueuELw0bdlbj79YGwFzIWNyRgkM3DpUHmqc90YhS1J5HXV4n_l5A11_cVO2NQCqK5AHKxnLXDFhq9nLMQfvfBW_7rivbQHvB2Zl5hnyFXlKoemNFdFNsjVWh9m7oNswVno-7sSq_QpssnL9sOpCvJY3--PN8MdmSxxoja0mUmpGBmimCySPrh6njNUsRw96zpvJypiANIbrLrKDqhTE3uRBR2_9s2Nh1LRNJEAOzdJV3-3FWzAVO0Le5WPLdicXa8lyjKezIPG9Ca9SersGCqUhBixq2L5KZIS9ieuqIdWvIS0fWqjKAplkD8RoFTibBYf43Q4OGa9eG0yY8szxiQW1MMgq523WfBOkNfMY9_JcEJJiuFls9O_Bn2gD2YB5Qpa__DxjYmu1EVlh_kCY0QI2x4wzJqGQh00YQR-3UFw-ISC7_uliEm4bMApO0HlsFvsx4ZNdCVKaI	Water and hygiene interventions to reduce diarrhoea in rural Afghanistan: A randomized controlled study	"A randomized controlled trial of four interventions was conducted using tubewells (n = 2,486), liquid sodium hypochlorite ('Clorin') distributed with an improved water vessel (n = 2,305), hygiene promotion (n = 1,877), and a combination of the three (n = 2,040) to create an evidencebase for water policy in Afghanistan. A fifth group served as a control (n = 2,377). Interventions were randomized across 32 villages in Wardak province. Outcomes were measured through two household surveys separated by one year and twice-weekly household surveillance conducted over 16 months. The households receiving all three interventions showed reduction in diarrhoea compared with the control group, through both longitudinal surveillance data (IRR [95% CI] = 0.61 [0.47-0.81]) and cross-sectional survey data (AOR [95% CI] = 0.53 [0.30-0.93]). This reduction was significant when all household members were included, but did not reach significance when only children under five were considered. These results suggest multi-barrier methods are necessary where there are many opportunities for water contamination. Surveillance data suggested a greater impact of interventions on reducing diarrhoeal diseases than data from the surveys. Higher economic status as measured through household assets was associated with lower rates of diarrhoea and greater intervention uptake, excepting Clorin. Use of soap was also associated with lower prevalence of diarrhoea. ‚Äö√†√∂¬¨¬•¬¨¬®¬¨¬© IWA Publishing 2010."		2010
Research	Asia	Afganistan	34.55	69.2	Division 6 – Social Aspects of Forests and Forestry;Division 8 – Forest Environment		https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650828378&doi=10.2166%2fwh.2010.121&partnerID=40&md5=3ae7845b5381e17ee393d7863a3c68a6; https://watermark.silverchair.com/687.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAgswggIHBgkqhkiG9w0BBwagggH4MIIB9AIBADCCAe0GCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMccMaDaV3YnSPmTa3AgEQgIIBvpvuihYb5plIS3A3rC_DFeNI0V5KtECUjbCf53xi6_kzbtigthc__ztVDgR-Nfu0RA14JYRowUX18IiVnG39ZAlkw608Jri--Ep2TgryjTbjcjY98okZ6YZH49bxXdxogK0ENwJvueuELw0bdlbj79YGwFzIWNyRgkM3DpUHmqc90YhS1J5HXV4n_l5A11_cVO2NQCqK5AHKxnLXDFhq9nLMQfvfBW_7rivbQHvB2Zl5hnyFXlKoemNFdFNsjVWh9m7oNswVno-7sSq_QpssnL9sOpCvJY3--PN8MdmSxxoja0mUmpGBmimCySPrh6njNUsRw96zpvJypiANIbrLrKDqhTE3uRBR2_9s2Nh1LRNJEAOzdJV3-3FWzAVO0Le5WPLdicXa8lyjKezIPG9Ca9SersGCqUhBixq2L5KZIS9ieuqIdWvIS0fWqjKAplkD8RoFTibBYf43Q4OGa9eG0yY8szxiQW1MMgq523WfBOkNfMY9_JcEJJiuFls9O_Bn2gD2YB5Qpa__DxjYmu1EVlh_kCY0QI2x4wzJqGQh00YQR-3UFw-ISC7_uliEm4bMApO0HlsFvsx4ZNdCVKaI	Water and hygiene interventions to reduce diarrhoea in rural Afghanistan: A randomized controlled study	"A randomized controlled trial of four interventions was conducted using tubewells (n = 2,486), liquid sodium hypochlorite ('Clorin') distributed with an improved water vessel (n = 2,305), hygiene promotion (n = 1,877), and a combination of the three (n = 2,040) to create an evidencebase for water policy in Afghanistan. A fifth group served as a control (n = 2,377). Interventions were randomized across 32 villages in Wardak province. Outcomes were measured through two household surveys separated by one year and twice-weekly household surveillance conducted over 16 months. The households receiving all three interventions showed reduction in diarrhoea compared with the control group, through both longitudinal surveillance data (IRR [95% CI] = 0.61 [0.47-0.81]) and cross-sectional survey data (AOR [95% CI] = 0.53 [0.30-0.93]). This reduction was significant when all household members were included, but did not reach significance when only children under five were considered. These results suggest multi-barrier methods are necessary where there are many opportunities for water contamination. Surveillance data suggested a greater impact of interventions on reducing diarrhoeal diseases than data from the surveys. Higher economic status as measured through household assets was associated with lower rates of diarrhoea and greater intervention uptake, excepting Clorin. Use of soap was also associated with lower prevalence of diarrhoea. ‚Äö√†√∂¬¨¬•¬¨¬®¬¨¬© IWA Publishing 2010."		2010
Research	Asia	Afganistan	34.55	69.2	Division 7 – Forest Health;Division 3 – Forest Operations Engineering and Management		https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650828378&doi=10.2166%2fwh.2010.121&partnerID=40&md5=3ae7845b5381e17ee393d7863a3c68a6; https://watermark.silverchair.com/687.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAgswggIHBgkqhkiG9w0BBwagggH4MIIB9AIBADCCAe0GCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMccMaDaV3YnSPmTa3AgEQgIIBvpvuihYb5plIS3A3rC_DFeNI0V5KtECUjbCf53xi6_kzbtigthc__ztVDgR-Nfu0RA14JYRowUX18IiVnG39ZAlkw608Jri--Ep2TgryjTbjcjY98okZ6YZH49bxXdxogK0ENwJvueuELw0bdlbj79YGwFzIWNyRgkM3DpUHmqc90YhS1J5HXV4n_l5A11_cVO2NQCqK5AHKxnLXDFhq9nLMQfvfBW_7rivbQHvB2Zl5hnyFXlKoemNFdFNsjVWh9m7oNswVno-7sSq_QpssnL9sOpCvJY3--PN8MdmSxxoja0mUmpGBmimCySPrh6njNUsRw96zpvJypiANIbrLrKDqhTE3uRBR2_9s2Nh1LRNJEAOzdJV3-3FWzAVO0Le5WPLdicXa8lyjKezIPG9Ca9SersGCqUhBixq2L5KZIS9ieuqIdWvIS0fWqjKAplkD8RoFTibBYf43Q4OGa9eG0yY8szxiQW1MMgq523WfBOkNfMY9_JcEJJiuFls9O_Bn2gD2YB5Qpa__DxjYmu1EVlh_kCY0QI2x4wzJqGQh00YQR-3UFw-ISC7_uliEm4bMApO0HlsFvsx4ZNdCVKaI	Water and hygiene interventions to reduce diarrhoea in rural Afghanistan: A randomized controlled study	"A randomized controlled trial of four interventions was conducted using tubewells (n = 2,486), liquid sodium hypochlorite ('Clorin') distributed with an improved water vessel (n = 2,305), hygiene promotion (n = 1,877), and a combination of the three (n = 2,040) to create an evidencebase for water policy in Afghanistan. A fifth group served as a control (n = 2,377). Interventions were randomized across 32 villages in Wardak province. Outcomes were measured through two household surveys separated by one year and twice-weekly household surveillance conducted over 16 months. The households receiving all three interventions showed reduction in diarrhoea compared with the control group, through both longitudinal surveillance data (IRR [95% CI] = 0.61 [0.47-0.81]) and cross-sectional survey data (AOR [95% CI] = 0.53 [0.30-0.93]). This reduction was significant when all household members were included, but did not reach significance when only children under five were considered. These results suggest multi-barrier methods are necessary where there are many opportunities for water contamination. Surveillance data suggested a greater impact of interventions on reducing diarrhoeal diseases than data from the surveys. Higher economic status as measured through household assets was associated with lower rates of diarrhoea and greater intervention uptake, excepting Clorin. Use of soap was also associated with lower prevalence of diarrhoea. ‚Äö√†√∂¬¨¬•¬¨¬®¬¨¬© IWA Publishing 2010."		2010
Research	Africa	Kenya	-0.369608	34.650037	Division 8 – Forest Environment		http://www.sciencedirect.com/science/article/pii/S0301421515302561; https://www.sciencedirect.com/science/article/pii/S0301421515302561?via%3Dihub	A survey informed PV-based cost-effective electrification options for rural sub-Saharan Africa	"A randomized controlled trial of four interventions was conducted using tubewells (n = 2,486), liquid sodium hypochlorite ('Clorin') distributed with an improved water vessel (n = 2,305), hygiene promotion (n = 1,877), and a combination of the three (n = 2,040) to create an evidencebase for water policy in Afghanistan. A fifth group served as a control (n = 2,377). Interventions were randomized across 32 villages in Wardak province. Outcomes were measured through two household surveys separated by one year and twice-weekly household surveillance conducted over 16 months. The households receiving all three interventions showed reduction in diarrhoea compared with the control group, through both longitudinal surveillance data (IRR [95% CI] = 0.61 [0.47-0.81]) and cross-sectional survey data (AOR [95% CI] = 0.53 [0.30-0.93]). This reduction was significant when all household members were included, but did not reach significance when only children under five were considered. These results suggest multi-barrier methods are necessary where there are many opportunities for water contamination. Surveillance data suggested a greater impact of interventions on reducing diarrhoeal diseases than data from the surveys. Higher economic status as measured through household assets was associated with lower rates of diarrhoea and greater intervention uptake, excepting Clorin. Use of soap was also associated with lower prevalence of diarrhoea. ‚Äö√†√∂¬¨¬•¬¨¬®¬¨¬© IWA Publishing 2010."		2016
Research	Asia	India	17.388003	78.489205	Division 9 – Forest Policy and Economics		http://www.sciencedirect.com/science/article/pii/S2210422414000677; https://www.sciencedirect.com/science/article/pii/S2210422414000677?via%3Dihub	Trust and cooperation among urban poor for transition to cleaner and modern cooking fuel	"A comprehensive survey is carried out in Kendu Bay area of Kenya to determine electrification patterns of a typical rural sub-Saharan Africa community and to determine the reasons behind such energy choices. The data from the survey is used to build a transition probability matrix (TPM) for different electrification states for Kendu Bay households. The TPM and the survey data are used to model temporal diffusion of PV systems and PV-based communal (mini/micro) grids in the area. Survey data show that majority of Kendu Bay residents shun the national grid due to high connection fees, unreliability of the system, and corruption; people who can afford-to choose small solar home systems for their basic electricity needs. Without any government policy intervention or help, simulation results show that once 100% electrification status has been achieved in Kendu Bay, only 26% of the residents will be found to be electrified through the national grid alone; the majority (38%) will be electrified through PV-based communal grids while the remaining 36% will be electrified through grid connected PV home systems (26%) or grid connected communal grids (10%)."		2015
Research	Asia	India	20.65	85.6	Division 4 – Forest Assessment, Modelling and Management ;Division 7 – Forest Health		http://www.sciencedirect.com/science/article/pii/S0959652616310721; https://www.sciencedirect.com/science/article/pii/S0959652616310721?via%3Dihub	Off-grid electricity interventions for cleaner livelihoods: a case study of value chain development in Dhenkanal district of Odisha	"A significant percentage of households in India still use firewood, kerosene and other biomass as cooking fuel. A survey on household energy consumption patterns in Hyderabad revealed that monthly expenditure of urban poor on firewood or kerosene is as much as the price of liquefied petroleum gas (LPG) cylinder. However, poorer households do not switch to LPG due to the high initial investments for an LPG connection. A pilot project was initiated to explore the viability of a community-based cooperative solution in pooling financial resources to meet these upfront investment costs and enable slum households to shift from kerosene and firewood to LPG. Two self-help groups were formed comprising 30 households each. The project enabled all 60 member households to obtain an LPG connection. This paper reiterates, through this pilot, that it is possible for communities themselves to come up with innovative and sustainable solutions for achieving common development goals."		2017
Research	Africa	Mozambique	-25.9	32.54	Division 6 – Social Aspects of Forests and Forestry;Division 3 – Forest Operations Engineering and Management		https://www.sciencedirect.com/science/article/pii/S0973082617305458?via%3Dihub	"User perceptions about the adoption and use of ethanol fuel and cookstoves in Maputo, Mozambique"	"Lack of access to electricity in rural areas hinders productive activities, which in turn affects sustainable rural development. Off-grid electrification options can offer an alternative but in order to develop productive uses of electricity in off-grid area, a detailed study of livelihoods and potential areas for improvement in the value chain is required. This paper reports such a study where a livelihood baseline survey was undertaken in a cluster of five remote off-grid villages in Dhenkanal district of Odisha (India) and through a series of interviews, focused group meetings and stakeholder interactions, the study finds that value-added services can be developed through an off-grid electrification intervention. Electrification can support productive activities, thereby offering an opportunity for improved income generation and a better quality of life and a transition to cleaner energy sources. The study provides a novel value chain framework for linking off-grid projects with local livelihoods replicable across multiple geographies ensuring sustainability of these projects."		2018
Research	Africa	Nigeria	6.530981	3.380767	Division 9 – Forest Policy and Economics;Division 1 – Silviculture		https://www.sciencedirect.com/science/article/abs/pii/S0360544218322357?via%3Dihub	"On Nigeria's renewable energy program: Examining the effectiveness, substitution potential, and the impact on national output"	"Ethanol has been proposed as a clean cooking fuel to reduce the use of charcoal in urban and peri-urban households in sub-Saharan Africa (SSA). This could have the twin benefits of reduced impacts on human health and deforestation. The aim of this study is to better understand the barriers to the uptake of ethanol stove technologies by eliciting users' perception, adoption, and use patterns of ethanol stoves. The study was undertaken in Maputo, a city that was the focus of the first large-scale commercial ethanol stove project in Africa. A mixed-methods approach was adopted using both quantitative (N = 341 household interviews) and qualitative methods (5 focus group discussions, expert interviews). Ethanol stoves are currently used by about 17% of the surveyed households, while approximately 12% had discontinued its use and 71% never used it. While a large proportion of ethanol users compared the stove favourably against charcoal in terms of cooking time, convenience, cleanliness, and easiness to use, ethanol use seems to have diminished compared to charcoal. Ethanol seems to have replaced other clean cooking technologies such as electricity or LPG rather than charcoal. High ethanol fuel prices combined with low fuel quality and accessibility, as well as stove malfunctions due to poor design influenced many ethanol stove adopters to quit it. For the effective uptake of ethanol, it will be necessary to address the factors that tend to discourage its use, particularly its high initial and operational cost, poor fuel quality, unreliable fuel supply, and poor stove design. Although clean cooking fuels might not be attractive to users due to affordability and failure to meet user preferences, awareness raising campaigns that target potential users should emphasise the associated health and safety benefits of clean cooking fuels. ‚Äö√†√∂¬¨¬•¬¨¬®¬¨¬© 2018 International Energy Initiative"		2019
Organisation	Europe	UK	51.7778312	-1.2667048	Division 1 – Silviculture;Division 4 – Forest Assessment, Modelling and Management ;Division 6 – Social Aspects of Forests and Forestry;Division 7 – Forest Health;Division 8 – Forest Environment;Division 9 – Forest Policy and Economics		https://www.oxsrev.org/	Oxford Systematic Reviews		N	
Organisation	North America	USA	40.5207243	-122.3030656	Division 7 – Forest Health;Division 8 – Forest Environment		https://www.fs.usda.gov/	US Forest Service	Pacific Southwest Research Station - Forest Fire Laboratory	Y	
Organisation	North America	USA	34.4178014	-82.3128111	Division 5 – Forest Products;Division 8 – Forest Environment;Division 9 – Forest Policy and Economics		https://nifa.usda.gov/	USDA	National Institute of Food and Agriculture - Division of Environmental Systems	Y	
Organisation	North America	USA	42.0300911	-93.6464035	Division 3 – Forest Operations Engineering and Management;Division 4 – Forest Assessment, Modelling and Management ;Division 7 – Forest Health;Division 8 – Forest Environment		https://www.nrem.iastate.edu/	Iowa State University	Department of Natural Resource Ecology and Management	Y	
Organisation	Oceania	Australia	-42.8823389	147.3110468	Division 7 – Forest Health;Division 8 – Forest Environment;Division 5 – Forest Products		https://www.csiro.au/en/	CSIRO Land and Water	Agricultural and Forest Ecosystems	Y	
Organisation	Africa	Liberia	6.2954472	-10.8397185	Division 1 – Silviculture;Division 3 – Forest Operations Engineering and Management;Division 5 – Forest Products;Division 8 – Forest Environment;Division 9 – Forest Policy and Economics		https://ul.edu.lr/	University of Liberia	College of Agriculture and Forestry	Y	
Organisation	North America	Mexico	25.7248963	-100.318481	Division 1 – Silviculture;Division 4 – Forest Assessment, Modelling and Management ;Division 7 – Forest Health;Division 8 – Forest Environment		https://www.uanl.mx/en/	Universidad Autónoma de Nuevo León 	Facultad de Ciencias Forestales	Y	
Organisation	Africa	Ghana	7.337944	-2.3837355	Division 8 – Forest Environment;Division 1 – Silviculture		https://uenr.edu.gh/	University of Energy and Natural Resources	School of Natural Resources	Y	
People	North America	Canada	53.555467	-113.772899	Division 7 – Forest Health	7.02.00;7.0.00	https://www.nrcan.gc.ca/science-and-data/research-centres-and-labs/forestry-research-centres/northern-forestry-centre/13485	Tod Ramsfield	Officeholder	Y	
People	Europe	UK	51.7778312	-1.2667048	Division 9 – Forest Policy and Economics	9.01.01	https://www.zoo.ox.ac.uk/	Gillian Petrokofsky	Officeholder	N	
People	North America	USA	47.6129432	-122.4821475	Division 3 – Forest Operations Engineering and Management	3.04.01;3.04.00	https://sefs.uw.edu/	Sandor Toth	Officeholder	Y	
People	Asia	Indonesia	-6.5951886	106.7218514	Division 3 – Forest Operations Engineering and Management	3.07.00	manhut.fahutan.ipb.ac.id/	Efi Yuliati Yovi	Officeholder	Y	
People	Europe	Slovenia	46.0660318	14.3920158	Division 4 – Forest Assessment, Modelling and Management 	4.05.00	www.bf.uni-lj.si/en/forestry/about/	Lidija Zadnik Stirn	Officeholder	Y	
People	Asia	India	19.2001319	73.1671051	Division 6 – Social Aspects of Forests and Forestry	6.08.01;6.00.00	https://landingtogether.weebly.com/	Purabi Bose	Officeholder	Y	
People	Europe	Italy	42.0224777	12.3148383	Division 8 – Forest Environment	8.04.00	https://www.enea.it/en/enea/about-us/organizational-structure/departments-1/territorial-and-production-systems-sustainability-department-sspt	Alessandra De Marco	Officeholder	Y	
